"ID","lon","lat","depth","study","BIO","MAT","RAD","MAP","DRY","PET","PH","CEC","BLD","ORC","CLY","SLT","SND","AWC","CWC","NPP"
"1716.McG.PAPrS41",-79.79890753,9.071731072,0.1,"EMP",1,26.4765014648438,19375.75,2408.93408203125,5.17293997965412,6.0911878643573,5,18,1149.5,106.5,31.5,27,42,55.099130658131,0.24572144153743,934.1
"1716.McG.PAPrS06",-79.59029284,8.908218366,0.1,"EMP",1,26.5444469451904,19321.6666666667,2118.46142578125,5.68457446808511,6.08765000405646,5.5,17.5,1329.5,30,29.5,27.5,43,49.3757395036537,0.214588925977221,718.8
"1716.McG.PAPrS09",-79.37982378,9.205734408,0.1,"EMP",1,23.4972515106201,19110.0833333333,2779.73461914062,5.04946455889852,5.40481190242041,5.3,29,1149,48,30,22.5,47.5,54.7806522592267,0.24792744240742,1033.9
"1716.McG.PAPrS14",-79.88974343,9.117236617,0.1,"EMP",1,26.4583339691162,19327,2389.63696289062,4.98259572352064,6.07080372127005,5.5,16.5,1278,30,30,25.5,45.5,50.94011556726,0.2261793298184,920.5
"1716.McG.PAPrS19",-79.96214191,9.253103294,0.1,"EMP",1,26.4558048248291,19284.8333333333,2430.54638671875,4.88993089832182,6.05563472376649,5.2,24,1138.5,53,35.5,25,39.5,55.3346599401082,0.248591241049911,953.8
"1716.McG.PAPrS24",-79.75309848,9.16200706,0.1,"EMP",1,26.4791660308838,19385.4166666667,2484.35400390625,5.02451225612806,6.09491303754624,5.15,30,1160.5,61.5,35.5,25,39.5,54.8093477963472,0.245071851107393,919.3
"1716.McG.PAPrS29",-79.8258414,9.1803379,0.1,"EMP",1,26.3196659088135,19349.5833333333,2389.63696289062,4.98259572352064,6.0510015755722,5.6,34.5,789.5,153.5,32.5,29,38,63.4935007314474,0.288705193069676,308.5
"1716.McG.PAPrS31",-79.75312882,9.152966703,0.1,"EMP",1,26.4791660308838,19385.4166666667,2484.35400390625,5.02451225612806,6.09491303754624,5.2,27,1273.5,59.5,34,25,41.5,51.5248975214955,0.228750638978061,931.4
"1716.McG.PAPrS32",-79.71676628,9.143791061,0.1,"EMP",1,26.3424987792969,19322.0833333333,2484.35400390625,5.02451225612806,6.04697548272777,5.1,20,1264,48,32,24,44,51.6583165840772,0.229627422400276,939.6
"1716.McG.PAPrS07",-79.70776783,9.11663238,0.1,"EMP",1,26.3424987792969,19322.0833333333,2484.35400390625,5.02451225612806,6.04697548272777,5.7,20.5,1198.5,69.5,33.5,30.5,35.5,53.6422565560198,0.239485904221656,197.6
"1716.McG.PAPrS08",-79.37076559,9.19665471,0.1,"EMP",1,23.4972515106201,19110.0833333333,2456.17114257812,5.55957446808511,5.40481190242041,5.3,25,1201.5,61.5,30.5,26,43.5,53.4588360570617,0.238873156380804,1013.1
"1716.McG.PAPrS10",-79.67150005,9.080329918,0.1,"EMP",1,26.1656646728516,19381.3333333333,2330.15673828125,5.38310005184033,6.02913623774241,5.5,18.5,1265,45.5,34,30.5,35.5,51.5794630880191,0.227401032871097,940.9
"1716.McG.PAPrS11",-79.86249892,9.099057886,0.1,"EMP",1,26.4583339691162,19327,2456.90942382812,4.99900149775337,6.07080372127005,5.4,16.5,1220,65,29,26,45.5,52.8978232506667,0.235817524227232,912.2
"1716.McG.PAPrS12",-79.86249854,9.099062226,0.1,"EMP",1,26.4583339691162,19327,2456.90942382812,4.99900149775337,6.07080372127005,5.4,16.5,1220,65,29,26,45.5,52.8978232506667,0.235817524227232,912.2
"1716.McG.PAPrS13",-79.90794328,9.117291084,0.1,"EMP",1,26.4583339691162,19327,2419.09838867188,4.93545183714002,6.07080372127005,5.5,19.5,1268.5,33,30.5,22.5,47,51.3115122624677,0.228278807163226,919.1
"1716.McG.PAPrS15",-79.56285,8.999615,0.1,"EMP",1,26.9836349487305,18846,2118.46142578125,5.68457446808511,6.02497567673185,5.6,17,1428,23,31,31,38.5,46.1787409923636,0.199063386019066,1039.3
"1716.McG.PAPrS16",-79.55359645,8.989456833,0.1,"EMP",1,26.9836349487305,18846,2118.46142578125,5.68457446808511,6.02497567673185,5.6,17.5,1416,25,33.5,29.5,37.5,46.6849046124228,0.201569227775863,979.1
"1716.McG.PAPrS17",-79.96192725,9.325450768,0.1,"EMP",1,26.4558048248291,19284.8333333333,2333.96606445312,5.00050200803213,6.05563472376649,5.3,26,1093,53,33.5,25.5,40.5,56.4204974640396,0.253389861215323,963.5
"1716.McG.PAPrS18",-79.97105738,9.316433187,0.1,"EMP",1,26.4558048248291,19284.8333333333,2333.96606445312,5.00050200803213,6.05563472376649,5.05,24.5,1141,42.5,30.5,24,45.5,54.945178370161,0.246053864606042,965.8
"1716.McG.PAPrS20",-79.95304496,9.253074555,0.1,"EMP",1,26.4558048248291,19284.8333333333,2430.54638671875,4.88993089832182,6.05563472376649,5.2,24,1237,46.5,35,25,40.5,52.5374377439553,0.234683566840789,935.7
