D_2,D_1,D0,D1,D2,R1,R2,R3,A1,A2,A3,lon,lat,depth,MAT,RAD,MAP,DRY,PET,PH,CEC,BLD,ORC,CLY,SLT,SND,AWC,CWC,NPP,std,BIO,study
3193.1269460139,2322.41509692947,1293.32,424.679455648566,98.699932088417,290.27,774.85,1162.43,1003.05,518.47,130.89,-71.5514,-41.0832,0.025,8.69741725921631,14119.5833333333,1185.48852539062,5.28735632183908,2.04679083849777,5.25,39,778,154,18,32.5,50.5,63.2090350551449,0.305406252883741,878.7,0,Temperate Forests,EMBL
3018.45841781137,2171.98525252535,1199.1,412.666949026956,117.189421272847,220.05,644.85,1054.405,979.05,554.25,144.695,-71.67025,-40.12845,0.025,7.44162559509277,13572.0416666667,1247.48986816406,5.21086448598131,1.79669571340748,5.125,39.25,767.5,157.75,17.25,29.75,53,63.2909407169659,0.307229503805181,868.85,311.593674197664,Temperate Forests,EMBL
3020.35297130004,2178.56481601802,1225.27,457.021970066418,145.852020802789,246.45,677.47,1082.56,978.82,547.8,142.71,145.24386,-37.73217,0.025,14.1991662979126,15434.75,881.491577148438,6.23389830508475,3.06940705478937,5.5,27,1113,54,13.5,17,69.5,54.7583672775262,0.25531077528901,1478.5,0,Temperate Forests,EMBL
2588.37580652696,1757.94181079776,887.38,310.798554613844,128.379020421299,214.47,503.48,778.74,672.91,383.9,108.64,145.83333,-37.48833,0.025,9.98541641235352,15478,1567.77600097656,5.1701199563795,2.4140425662375,5.2,33.5,890,166.5,23,23,54,61.0233720067564,0.292887792223654,771.9,0,Temperate Forests,EMBL
2641.35690150609,1876.03749140899,1035.43,362.519513847708,119.536929082229,338.92,625.91,921.93,696.51,409.52,113.5,116.65217,-35.00227,0.025,15.6176109313965,18226.9166666667,1093.953125,6.31173380035026,3.7847463639543,5.35,21,1015,76.5,16.5,16,68,57.4497641837601,0.264326842311798,2009.8,0,Mediterranean,EMBL
3179.60432513143,2307.22020291881,1278.9,459.07413280341,146.655537198304,440.66,848.05,1170.42,838.24,430.85,108.48,116.75884,-34.95216,0.025,15.5122880935669,18035.6666666667,1164.02978515625,6.20564516129032,3.72306289970208,5.2,17.5,1014,62,14.5,12,73,57.1046858894,0.263329476865973,1972.5,0,Mediterranean,EMBL
2674.60460889795,1836.88250650313,933.41,306.547003365416,98.961517801881,306.8,585.84,845.71,626.61,347.57,87.7,117.43759,-34.95822,0.025,15.6927347183228,18055.5,934.147644042969,6.77893447642376,3.76274388740497,5.9,21.5,1174.5,48,14,11,75,52.9563482892422,0.240464437456151,1447.6,0,Mediterranean,EMBL
3243.03608367265,2390.17286918117,1387.47,532.022037265645,149.24327283379,400.74,863.47,1249.35,986.73,524,138.12,116.291,-34.36113,0.025,15.1034994125366,18532.6666666667,906.711242675781,7.62950373895309,3.79003623330782,5.9,19,1142.5,61,15,11,73.5,53.972548582559,0.242441961676599,1876.2,0,Mediterranean,EMBL
2995.61240216963,2156.17325366392,1208,481.176013867556,190.560469355613,363.84,759.32,1093.59,844.16,448.68,114.41,117.08714,-33.54495,0.025,16.2025833129883,18961.0833333333,411.808441162109,13.8565169769989,4.17462161421084,6.55,14.5,1346,24.5,15,10,74,47.8909841636232,0.188065952588733,488.1,0,Mediterranean,EMBL
3141.52444826007,2295.58728568847,1311.72,514.176099985869,197.742649049829,409.58,844.61,1191.04,902.14,467.11,120.68,117.0478,-33.18,0.025,16.1607494354248,19116.6666666667,433.987945556641,13.5791173304629,4.20349908043705,6.35,14,1326.5,24,14,8.5,77,48.3366780412743,0.19084328665051,491,0,Mediterranean,EMBL
3182.66166737792,2357.95245972192,1387.71,586.284349432683,266.777633661186,391.73,887.08,1280.2,995.98,500.63,107.51,-65.0116,-30.9005,0.025,17.9218330383301,16871.4166666667,500.041961669922,12.1835748792271,4.00981975575511,6.45,19,1224.5,27,22.5,22.5,55,52.0667614987343,0.215790028944324,400,0,Tropical Grasslands,EMBL
2812.9308586012,1916.47817034291,931.48,295.49928093045,110.357443823419,172.96,489.29,816.7,758.52,442.19,114.78,153.19188,-28.2104,0.025,17.4595012664795,17598.1666666667,1666.224609375,7.61799307958478,3.97198589608405,5.25,29.5,902.5,69,31.5,24.5,44,60.8927020941206,0.275659948512698,1742.7,0,Temperate Forests,EMBL
3535.87817828426,2686.33594643691,1625.17,654.270232849023,247.809665053585,571.9,1090.82,1498.11,1053.27,534.35,127.06,47.00282,-24.95273,0.025,23.7989864349365,18372.6666666667,1021.86639404297,11.4634377967711,5.3226063044414,5.25,18,1245.5,46.5,21,15,64.5,51.5849903236531,0.20358959476327,1568.3,0,Tropical Forests,EMBL
2644.62792274091,1877.67177964104,1052.05,413.369020093815,178.880060303185,206.69,612.88,945.33,845.36,439.17,106.72,46.85,-24.755,0.025,21.8656673431396,18299.6666666667,1051.98156738281,10.4490333919156,4.92870724702049,5.45,21.5,1041.5,63,28,19,52,57.5203875237302,0.240449390122461,1605.4,0,Tropical Forests,EMBL
2582.44703120472,1798.85224190408,962.8,337.750818740679,117.461466338665,254.12,576.34,860.9,708.68,386.46,101.9,47.167,-24.7787,0.025,23.6328716278076,18538.1666666667,1235.84716796875,10.14556416882,5.33671032200096,5.35,19,1238,48.5,19.5,14,66.5,51.699910378828,0.209649962668007,1641.8,0,Tropical Forests,EMBL
2697.3462489081,1922.69987935647,1068.92,392.949219424985,147.573454721916,327.64,667.07,965.65,741.28,401.85,103.27,45.36419,-22.56647,0.025,21.6225814819336,19835.9166666667,820.852294921875,13.8748577929465,5.28968979950744,6.15,10.5,1429,13,22.5,14,64.5,45.6653531031461,0.165560436548376,779.4,0,Deserts,EMBL
2595.56772493694,1788.6979007595,892.62,224.786065175864,52.1355821115035,312.49,579.76,799.69,580.13,312.86,92.93,166.76837,-22.17581,0.025,21.6749973297119,17958.75,1644.43273925781,9.54358552631579,4.78684778284876,5.15,16,1124,52.5,33.5,22.5,44,55.65432867728,0.236140829485414,1490.3,0,Tropical Forests,EMBL
3019.2667700708,2101.19285816697,1016.32,260.296657011306,89.2262491016519,353.43,669.07,914.76,662.89,347.25,101.56,29.47745,-20.01863,0.025,18.49391746521,20123,585.552978515625,18.1349782293179,4.69698164826033,6.2,12.5,1464.5,16,19.5,14.5,65.5,44.4627077443553,0.151553348516645,487.4,0,Tropical Grasslands,EMBL
3266.65628811479,2394.56162905943,1324.48,410.160105734968,108.624144512114,379.25,812.49,1189.99,945.23,511.99,134.49,29.6167,-19.9333,0.025,18.6823348999023,20147.8333333333,594.85791015625,18.7297297297297,4.74165593562055,6.45,11.5,1509.5,10,17,12.5,70.5,42.7059576572787,0.140873565253879,430.8,0,Tropical Grasslands,EMBL
3237.84896958704,2371.48835704911,1335.76,455.081525346763,134.831915130772,410.5,840.22,1201.81,925.26,495.54,133.95,146.12023,-19.0194,0.025,19.9009189605713,19829.3333333333,1307.57592773438,12.3846960167715,4.91754037045042,5.45,14.5,1102,55,27.5,13,59.5,55.9206284551292,0.224877209349533,1340.9,0,Tropical Forests,EMBL
2477.32336416497,1639.94704651058,792.35,272.313891000348,96.5349079635518,227.26,516.33,714.99,565.09,276.02,77.36,47.917,-18.9162,0.025,18.9271659851074,17079.0833333333,1672.50915527344,10.7982195845697,4.06311043760645,5,15.5,986,52,28,22,50.5,58.7274139903716,0.252883165993979,1930.7,0,Tropical Forests,EMBL
3417.95289437878,2570.68373528125,1519.52,546.704456940696,171.830752200061,481.1,985.05,1393.88,1038.42,534.47,125.64,30.0195,-18.3284,0.025,19.7273330688477,20509,682.167663574219,16.3730158730159,5.02509331413653,6,11.5,1479,12.5,22.5,14.5,62.5,44.093206224935,0.151798298564272,608.7,0,Tropical Grasslands,EMBL
3121.85031937698,2330.48057808751,1394.38,559.005547049764,218.316193693586,402.79,849.28,1268.92,991.59,545.1,125.46,25.4991,-18.07174,0.025,23.0057468414307,19814.3333333333,527.863830566406,19.4478527607362,5.54483572653413,6.3,16,1544,8,19,6.5,74.5,41.6231316639111,0.123958133631601,487.2,0,Tropical Grasslands,EMBL
3359.77100642718,2511.20195190411,1463.29,508.127847744777,161.718958470553,406.895,909.89,1323.355,1056.395,553.4,139.935,145.592025,-17.02039,0.025,20.6352481842041,19318.4166666667,1382.92272949219,13.2258064516129,4.92275098055087,5.2,11.5,1155.75,49.25,27,17,56,54.4397778644352,0.21429506949756,1587.65,11.5541248045883,Tropical Grasslands,EMBL
3149.73882644426,2289.86791885166,1243.9,343.546318350367,91.4744500914783,316.93,774.62,1137.55,926.97,469.28,106.35,145.43657,-16.24127,0.025,24.3676471710205,19564.6666666667,2189.37939453125,9.25169491525424,5.75219285321411,5.35,18,1129.5,56.5,31.5,21,47.5,55.4566189246495,0.228860826700319,1383.8,0,Tropical Forests,EMBL
3431.16641522344,2602.39121667933,1596.78,694.96898722911,302.376700090406,726.98,1164.84,1490.61,869.8,431.94,106.17,131.3180833,-13.53216667,0.025,27.0013332366943,21109.1666666667,1282.08068847656,11.2234848484848,6.77049496361937,5.55,7.5,1449,27,21,13,66,45.2145299698613,0.16153663286795,400.8,0,Tropical Grasslands,EMBL
2970.63284544171,2223.04268744324,1353.99,549.77824217154,188.725882155242,389.54,878.56,1247.43,964.45,475.43,106.56,130.9983333,-12.70141667,0.025,27.3085041046143,20884,1540.36242675781,9.58695652173913,6.75379020878623,5.45,10,1295.5,32.5,18,15,66,49.8070712739407,0.192019800064249,499.8,0,Tropical Grasslands,EMBL
2848.42313973392,2108.78298892322,1266.71,506.435274112439,180.603007828484,487.76,859.73,1166.83,778.95,406.98,99.88,131.7455,-12.7188333333,0.025,27.0586681365967,20848.75,1311.82360839844,10.4369973190349,6.68954010487203,5.5,10,1378,31,17.5,16,67,47.3159767144176,0.176120613798697,432.6,0,Tropical Grasslands,EMBL
2952.85618320106,2107.18456179046,1132.82,381.24312795858,140.14554264568,647.32,894,1067.35,485.5,238.82,65.47,132.7516667,-12.76216667,0.025,27.9804172515869,21009.4166666667,1454.92944335938,10.5304822565969,6.94951827568745,5.6,18,1346,35,21.5,18,60.5,48.5910101335644,0.179766924478924,360.1,0,Tropical Grasslands,EMBL
2990.22611703955,2141.40770253175,1144.99,361.672997129637,135.113086649322,561.21,850.74,1062.59,583.78,294.25,82.4,131.0708333,-12.6725,0.025,27.2687511444092,20856.3333333333,1509.32751464844,9.45253682487725,6.73552769333552,5.5,8.5,1367.5,30,20,14,66,47.7473629201875,0.182851712568745,456.2,0,Tropical Grasslands,EMBL
3422.01983602771,2553.65456772797,1476.39,538.613467456349,191.579030883372,401.94,930.29,1349.29,1074.45,546.1,127.1,27.66059,-11.481775,0.025,20.2398357391357,17163.1666666667,1085.44311523438,9.37604690117253,4.25349078620457,5.45,6.75,1327.5,17.5,25,17,57.75,49.0011643965163,0.20820153798557,787.1,33.4320086144999,Tropical Grasslands,EMBL
2899.40938762254,2026.01929708579,1028.00333333333,290.206481438528,86.705292910521,285.816666666667,631.371666666667,930.563333333333,742.186666666667,396.631666666667,97.44,147.362181666667,-9.43310666666667,0.025,24.0544147491455,18358.0833333333,1825.23754882812,8.40334855403349,5.2968162765548,5.30833333333333,16.8333333333333,1169.83333333333,43.1666666666667,35.1666666666667,25.4166666666667,39.5833333333333,54.3561075598712,0.230724988305385,1322,276.038003881108,Tropical Forests,EMBL
3013.1713986406,2199.40866634872,1254.91,443.739188921889,129.501550326074,329.03,759.58,1135.86,925.88,495.33,119.05,147.13239,-7.30364,0.025,26.0259876251221,17976.5833333333,2992.8408203125,4.54677653902084,5.56003764834386,4.75,19,903,95.5,32,23,45.5,61.0584305504913,0.281030288935489,1552,0,Tropical Forests,EMBL
2933.14155041208,2107.30524776864,1102.01,201.13121780635,28.5092701314391,355.44,711.43,1016.62,746.57,390.58,85.39,146.90886,-6.63903,0.025,26.2761688232422,17767.9166666667,2953.54565429688,4.95484525621512,5.54204420992371,5.4,17.5,1021,72,35,29,37,58.3608510896115,0.265596738513117,1493.4,0,Tropical Forests,EMBL
2565.5793086456,1791.28895013142,954.4,319.171014940698,99.4674069370588,212.67,506.22,833.03,741.73,448.18,121.37,145.2558333,-6.3755,0.025,14.3254165649414,14880.9166666667,2292.88745117188,3.29126213592233,2.75598908091448,5.55,38.5,850,115,29,32.5,38,62.0977770375,0.301549418128232,1577.5,0,Tropical Forests,EMBL
2935.50097753915,2143.83828391844,1246.7,462.653982212999,144.261231646323,243.23,675.37,1108.47,1003.47,571.33,138.23,145.3425,-6.193333333,0.025,19.0559196472168,15293.3333333333,2048.82006835938,3.67447916666667,3.59682217859559,5.45,38.5,821.5,106.5,29,33.5,37.5,62.6382560741144,0.300249812980584,1620.7,0,Tropical Forests,EMBL
3486.61364359877,2682.33637189224,1696.14,723.083225831228,225.81944796616,525.83,1096.27,1546.25,1170.31,599.87,149.89,145.41601,-6.01732,0.025,18.9683322906494,15171.0833333333,2036.15539550781,3.39700854700855,3.55408657915016,5,32,751.5,129.5,25.5,33.5,41,63.902853516485,0.307666260958484,1239.9,0,Tropical Forests,EMBL
3064.6203387389,2209.00339962456,1211.91,441.677049279157,188.787224361349,421.35,796.82,1103.96,790.56,415.09,107.95,145.05771,-5.79035,0.025,5.88116693496704,14181.5,2343.22534179688,2.68565910188315,1.36357988532827,5.1,46.5,713,171.5,20,37.5,42.5,64.5901773804517,0.319309461216221,267.3,0,Montane Grasslands,EMBL
2475.40143432858,1644.02683518338,782.28,251.048823445731,99.737519280897,304.36,549.73,722.79,477.92,232.55,59.49,-69.53,-3.598,0.025,26.8651638031006,13408.25,2383.46166992188,3.27305475504323,4.2660254688119,4.2,13.5,643.5,45,25,33,42,65.0524655297957,0.311594851795663,961.3,0,Tropical Forests,EMBL
2059.63884436176,1291.56442828756,567,158.486830199531,49.9706363079733,228.71,397.52,518.68,338.29,169.48,48.32,-71.36,-0.55,0.025,25.8937511444092,13688,2828.69580078125,2.07953502600184,4.21281570030715,4.3,21,951,65.5,21.5,26,52.5,59.3555412897322,0.288145050880445,841.9,0,Tropical Forests,EMBL
2318.65419006537,1536.0817559027,760.17,254.745084808424,89.3956699192899,308.85,533.19,701.21,451.32,226.98,58.96,-72.236,-0.3806,0.025,26.0959148406982,13790.4166666667,2680.74682617188,3.03194544149318,4.27327238263155,4.15,16.5,1086.5,48,23.5,21.5,55,56.0469601224583,0.267573419280004,943.3,0,Tropical Forests,EMBL
2288.75121061777,1473.76320912727,661.745,175.975693703429,51.6454777646403,286.57,479.91,613.915,375.175,181.835,47.83,-72.05255,-0.36925,0.025,26.1069183349609,13773.3333333333,2716.06079101562,2.96117190257677,4.26931664456765,4.225,16,1069.5,53,21,24.25,55.5,56.4283161697306,0.269778453959663,930.95,40.4394368160587,Tropical Forests,EMBL
2289.8327767249,1512.32135216757,730.71,233.222010219958,92.1182410871353,241.6,468.83,666.85,489.11,261.88,63.86,114.00517,-0.05881,0.025,25.8856678009033,16006.1666666667,3768.8662109375,2.95734780922838,4.92349013289369,4.3,20,954.5,102,30,25,45,59.8554475673169,0.28506528904392,995.6,0,Tropical Forests,EMBL
2348.4994394346,1550.41595609974,714.05,192.854596790591,66.5091565490908,298.89,481.21,657.85,415.16,232.84,56.2,101.62025,3.303333333,0.025,26.106164932251,15968.0833333333,2462.55004882812,3.87525313892264,4.95249668210997,4.6,12.5,1123,43.5,34.5,24,41,55.6128202893269,0.2595192731205,912.9,0,Tropical Forests,EMBL
2846.32104333432,1992.68197902111,1025.56,301.241812798783,102.512336181264,387.84,718.43,955.06,637.72,307.13,70.5,-77.35,3.907,0.025,25.8750019073486,16252.3333333333,5772.20361328125,2.35231316725979,4.99873234638106,4.95,43,635.5,346.5,30.5,31.5,38.5,66.2078716348191,0.319487157074996,220.75,0,Tropical Forests,EMBL
2692.96323976832,1915.05646525986,1064.65,397.031093950179,140.607424171362,383.74,720.02,974.51,680.91,344.63,90.14,-52.209222,4.553583,0.025,25.3413372039795,17951.0833333333,3107.04077148438,4.26242952332137,5.42839361236806,4.8,22,1150.5,44.5,32.5,28.5,38,54.7620791824768,0.251622920589555,917.9,0,Tropical Forests,EMBL
2344.93486310349,1525.89178327225,708.37,216.932584544456,86.6233073202534,244.3,468.38,639.1,464.07,239.99,69.27,-75.25,4.867,0.025,9.42258358001709,16429.1666666667,1715.23303222656,3.23027888446215,2.19354628815562,5.3,56,741.5,180,18,37.5,44,64.0653866860518,0.313318962557796,434.4,0,Tropical Forests,EMBL
2711.92930320967,1855.01768041808,945.52,332.725835918594,123.100377948268,234.2,546.22,837.33,711.32,399.3,108.19,-75.167,4.867,0.025,9.42258358001709,16429.1666666667,1981.70874023438,3.60983474405482,2.19354628815562,5.45,45.5,723.5,134.5,26,36,38.5,64.4555595075984,0.314455942596303,1393.3,0,Tropical Forests,EMBL
2465.79106279961,1651.85321119344,798.32,225.514570966534,68.6690309630633,248.355,516.46,733.865,549.965,281.86,64.455,-59.924931,5.305514,0.025,22.0860004425049,17115.4166666667,1693.33898925781,5.49944812362031,4.58402847957979,4.825,16.25,1178,69.25,30.75,27.75,41,54.1512898417276,0.246684844982768,1054.4,22.7122698117119,Tropical Forests,EMBL
2420.39527236148,1591.36239149549,710.97,161.092861031922,51.1171403464482,212.475,442.065,650.095,498.495,268.905,60.875,80.42064,6.421395,0.025,24.2582492828369,18319.5833333333,3779.97998046875,4.32574607991907,5.3220090331035,4.9,21.5,1154.25,58.5,36.75,21,42.75,55.0932288321075,0.253380244956896,732.7,73.7653794133807,Tropical Forests,EMBL
2349.68295646855,1520.56272528013,703.71,234.070283811348,92.7617316193347,202.9,435.03,630.69,500.81,268.68,73.02,-75.4667,6.705,0.025,14.1364984512329,17632.5833333333,2582.84130859375,3.33525061626952,3.23356165465774,5.45,40,879,105.5,28,36,36.5,61.4629398715725,0.29671700341862,880.2,0,Tropical Forests,EMBL
3116.32976268556,2295.52086242805,1319.74,449.119193493837,136.692230900111,329.1,803.03,1202.97,990.64,516.71,116.77,-82.4336,8.4868,0.025,26.3985843658447,18848.4166666667,2863.96875,5.18532818532818,5.9084806095429,5.55,27,1342.5,32,37.5,28.5,34.5,49.2410596742544,0.217397453782072,604.3,0,Tropical Forests,EMBL
2597.18533493254,1840.4733826535,1006.52,310.67719117917,86.0577869643887,270.55,605.81,897.37,735.97,400.71,109.15,-82.26828,8.7574,0.025,18.6498317718506,17963.75,3657.83935546875,4.44980370162647,4.15758643704126,5.15,30.5,1111,73.5,34.5,30,36,56.0792218405861,0.262492787762117,807.7,0,Tropical Forests,EMBL
3483.83923601761,2628.43605534733,1544.54,532.706955963464,136.647955677099,405.05,968.29,1423.51,1139.49,576.25,121.03,-74.011557,11.28425399,0.025,26.0188770294189,19295.1666666667,1269.89477539062,12.6735112936345,5.963777540708,6.15,26,1351.5,55,37,29,34.5,49.1219168435936,0.180550572786427,796.8,0,Deserts,EMBL
3349.28411717618,2500.63262433881,1481.74,621.08095854017,271.606830057999,685.9,1119.08,1391.46,795.84,362.66,90.28,-73.93066401,11.309739,0.025,26.3214130401611,19061.3333333333,1102.59008789062,14.3158494868871,5.95268389132585,6.2,32,1054,107,35.5,29.5,35,57.7082733673499,0.214755192767475,457.1,0,Others,EMBL
3179.71033182447,2370.78653068045,1424.25,613.507629859109,263.199405202327,485.29,950.15,1321.05,938.96,474.1,103.2,75.02213,13.45437,0.025,26.2117481231689,19995.5,5610.85986328125,9.93275488069414,6.24504586695608,5.6,19,1378.5,57,36.5,26,37.5,48.3347701880033,0.186964498722249,738.2,0,Tropical Forests,EMBL
3493.40866411848,2677.99553423748,1664.27,636.93948423917,179.594727922073,482.45,1087.71,1541.54,1181.82,576.56,122.73,75.2251,13.49556,0.025,23.2430820465088,19929,4607.62060546875,9.13576494427558,5.60506208668781,5.45,19,1293,58,37.5,24.5,38,51.0862069209679,0.209030754542744,725.3,0,Tropical Forests,EMBL
3610.32260668148,2758.78409424442,1673.66,641.950155413968,224.231694839249,514.08,1101.69,1545.16,1159.58,571.97,128.5,75.01802,13.52236,0.025,24.8921680450439,19916.25,6058.8212890625,9.52286902286902,5.94435927244625,5.5,17,1374.5,51.5,38.5,26,35.5,48.505975923313,0.192043380320914,748.6,0,Tropical Forests,EMBL
3503.28974384465,2656.16073202748,1593.7,589.185202550688,192.867003314415,461.21,1048.72,1468.59,1132.49,544.98,125.11,74.75724,14.26995,0.025,24.0412521362305,19863.8333333333,4386.685546875,12.7777777777778,5.75589898856702,5.45,20.5,1273,69.5,39.5,22,38.5,51.902997821127,0.195470684222692,529.5,0,Tropical Forests,EMBL
3097.72765217906,2292.97455859119,1361.925,537.664172381045,185.086986423106,361.955,847.82,1241.79,999.97,514.105,120.135,-65.81822,18.31883,0.025,21.5205001831055,18383.25,1920.9130859375,5.56032171581769,4.82724220724717,4.95,35.25,1201.75,100,50.25,28,21.75,54.2771696854621,0.245829759919728,419.3,453.220091401518,Tropical Forests,EMBL
3324.92888442777,2465.8585525087,1400.08,434.347291812754,115.50506659492,411.27,872.72,1272.65,988.81,527.36,127.43,98.3916,18.5289,0.025,25.0402507781982,18278.5,967.668640136719,9.24722662440571,5.48326257091831,6.5,17.5,1326.5,30,32,25,42,49.58652612019,0.202076425937982,665.1,0,Tropical Forests,EMBL
3291.60414314667,2417.163493584,1352.18,480.388387346904,188.66642052888,522.22,993.03,1271.69,829.96,359.15,80.49,98.44,18.51,0.025,20.9523334503174,17918.0833333333,1073.52551269531,8.16336996336996,4.58808820361533,6.3,23,1280.5,33,33,28,39.5,50.9919931300256,0.220126859767855,887,0,Tropical Forests,EMBL
2761.3932598502,1931.88988072747,1030.015,370.126235673855,136.885325327727,390.665,682.41,935.455,639.35,347.605,94.56,99.168,20.05,0.025,21.452166557312,17821.5833333333,1345.77026367188,7.65609228550829,4.66122305255534,5.475,26,1095.25,84.5,32.5,30.75,36.5,56.265344861329,0.247833419547847,1031.7,37.3281669788379,Tropical Forests,EMBL
3433.04968526397,2578.26035793534,1509,523.098438689473,171.782938025348,376.83,941.7,1381.33,1132.17,567.3,127.67,105.59649,20.34902,0.025,22.8586673736572,14986.0833333333,1949.99877929688,7.27614490772385,4.25841631022488,5.45,24,1150,71.5,29,32,39,54.8490804030675,0.244946817132631,1210.7,0,Tropical Forests,EMBL
3258.1878185997,2388.0202419987,1318.52,407.320601914128,118.135694427218,496.08,925.91,1227.24,822.44,392.61,91.28,-87.19355,21.21018,0.025,25.1767482757568,18061.5,1033.85070800781,9.30473135525261,5.46925368907135,7.25,37.5,1184,60,41,20.5,38.5,54.5326254454171,0.226240079955508,1549.8,0,Tropical Forests,EMBL
