sample_name	experiment_accession
1883.2009.15.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738423
1883.2007.491.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737654
1883.2007.563.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737716
1883.2000.048.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736282
1883.2007.02.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737226
1883.2007.175.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737381
1883.2010.259.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738921
1883.2005.052.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736886
1883.2007.119.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737325
1883.2008.407.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738101
1883.2001.099.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736368
1883.2010.049.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738713
1883.2002.065.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736433
1883.2000.055.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736289
1883.2011.369.Crump.Artic.LTREB.main.lane4.NoIndex	ERX1739369
1883.2007.441.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737604
1883.2008.216.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737912
1883.2008.427.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738121
1883.2011.1.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1739150
1883.2002.04.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736420
1883.2007.015.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737221
1883.2005.005.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736842
1883.2008.094.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737814
1883.2011.184.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1739222
1883.2011.43.Crump.Artic.LTREB.main.lane4.NoIndex	ERX1739419
1883.2007.133.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737339
1883.2011.221.Crump.Artic.LTREB.main.lane4.NoIndex	ERX1739253
1883.2008.039.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737759
1883.2010.028.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738692
1883.2007.064.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737270
1883.2008.228.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737924
1883.2006.338.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737185
1883.2008.419.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738113
1883.2007.53.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737691
1883.2007.174.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737380
1883.2004.215.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736822
1883.2011.518.Crump.Artic.LTREB.main.lane4.NoIndex	ERX1739496
1883.2002.181.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736479
1883.2007.242.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737448
1883.2008.036.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737756
1883.2006.102.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737055
1883.2008.041.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737761
1883.2011.046.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1739101
1883.2007.257.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737463
1883.2001.055.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736344
1883.2006.323.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737170
1883.2009.05.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738323
1883.2011.158.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1739197
1883.2008.225.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737921
1883.2008.433.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738127
1883.2008.341.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738035
1883.2008.266.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737960
1883.2004.04.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736690
1883.2009.366.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738639
1883.2002.056.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736430
1883.2010.241.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738903
1883.2011.529.Crump.Artic.LTREB.main.lane4.NoIndex.r	ERX1739510
1883.2008.477.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738171
1883.2003.141.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736573
1883.2006.013.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737009
1883.2008.057.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737777
1883.2009.07.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738343
1883.2005.054.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736888
1883.2003.103.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736535
1883.2008.426.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1738120
1883.2007.142.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737348
1883.2010.352.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1739034
1883.2007.268.Crump.Artic.LTREB.main.lane2.NoIndex	ERX1737474
1883.2002.178.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1736477
1883.2009.381.Crump.Artic.LTREB.main.lane3.NoIndex	ERX1738654
1883.2006.302.Crump.Artic.LTREB.main.lane1.NoIndex	ERX1737149
