sample_name	experiment_accession
1674.McG.F110714Ch2H4	ERX1663807
1674.McG.G110718Ha2	ERX1663909
1674.McG.G110718Ha3	ERX1663910
1674.McG.G110718Ha6	ERX1663911
1674.McG.F110715Ly5H1	ERX1663862
1674.McG.F110715Ly5H3	ERX1663864
1674.McG.F110715Ly5H2	ERX1663863
1674.McG.F110715Ly5H5	ERX1663866
1674.McG.F110715Ly5H4	ERX1663865
1674.McG.F110714Jr5R2	ERX1663849
1674.McG.F110714Jr5R1	ERX1663848
1674.McG.P110718Wd3	ERX1663944
1674.McG.P110718Wd2	ERX1663943
1674.McG.P110718Wd1	ERX1663942
1674.McG.G110714Ch2	ERX1663901
1674.McG.G110714Ch3	ERX1663902
1674.McG.G110714Ch1	ERX1663900
1674.McG.P110714Ch3	ERX1663920
1674.McG.P110714Ch2	ERX1663919
1674.McG.P110714Ch1	ERX1663918
1674.McG.G110714Jr5	ERX1663905
1674.McG.F110715Ly5R5	ERX1663871
1674.McG.F110715Ly5R4	ERX1663870
1674.McG.F110715Ly5R3	ERX1663869
1674.McG.F110715Ly5R2	ERX1663868
1674.McG.F110715Ly5R1	ERX1663867
1674.McG.F110714Jr5H5	ERX1663847
1674.McG.F110714Jr5H4	ERX1663846
1674.McG.F110714Ch2R5	ERX1663812
1674.McG.F110714Ch2R4	ERX1663811
1674.McG.F110714Jr5H1	ERX1663843
1674.McG.F110714Ch2R2	ERX1663809
1674.McG.F110714Ch2R1	ERX1663808
1674.McG.F110714Jr5H2	ERX1663844
1674.McG.G110713Sj1	ERX1663888
1674.McG.G110713Sj3	ERX1663890
1674.McG.G110713Sj2	ERX1663889
1674.McG.F110714Ch1R1	ERX1663799
1674.McG.F110714Ch1R2	ERX1663800
1674.McG.F110714Ch1R3	ERX1663801
1674.McG.F110714Ch1R4	ERX1663802
1674.McG.F110714Ch1R5	ERX1663803
1674.McG.G110713Lb6	ERX1663887
1674.McG.G110713Lb4	ERX1663885
1674.McG.G110713Lb5	ERX1663886
1674.McG.G110714Jr1	ERX1663903
1674.McG.G110714Jr3	ERX1663904
1674.McG.F110714Ch3R2	ERX1663819
1674.McG.F110714Ch3R3	ERX1663820
1674.McG.F110714Ch3R1	ERX1663818
1674.McG.F110714Ch3R4	ERX1663821
1674.McG.F110714Ch3R5	ERX1663822
1674.McG.P110718Nm1	ERX1663936
1674.McG.F110714Ch3H5	ERX1663817
1674.McG.P110718Nm3	ERX1663938
1674.McG.P110718Nm2	ERX1663937
1674.McG.F110714Jr1H1	ERX1663823
1674.McG.F110714Jr1H3	ERX1663825
1674.McG.F110714Jr1H2	ERX1663824
1674.McG.F110714Jr1H5	ERX1663827
1674.McG.F110714Jr1H4	ERX1663826
1674.McG.F110715Ly6H2	ERX1663873
1674.McG.F110715Ly6H3	ERX1663874
1674.McG.F110715Ly6H1	ERX1663872
1674.McG.F110715Ly6H4	ERX1663875
1674.McG.F110715Ly6H5	ERX1663876
1674.McG.P110718Sm1	ERX1663939
1674.McG.P110718Sm2	ERX1663940
1674.McG.P110718Sm3	ERX1663941
1674.McG.F110715Ly2R1	ERX1663858
1674.McG.F110714Jr1R5	ERX1663832
1674.McG.F110714Jr1R4	ERX1663831
1674.McG.F110714Jr1R3	ERX1663830
1674.McG.F110714Jr1R2	ERX1663829
1674.McG.F110714Jr1R1	ERX1663828
1674.McG.F110714Jr3R5	ERX1663842
1674.McG.F110714Jr3R4	ERX1663841
1674.McG.F110714Jr3R1	ERX1663838
1674.McG.F110714Jr3R3	ERX1663840
1674.McG.F110714Jr3R2	ERX1663839
1674.McG.F110714Ch3H1	ERX1663813
1674.McG.F110715Ly2H4	ERX1663856
1674.McG.F110715Ly2H5	ERX1663857
1674.McG.F110715Ly2H2	ERX1663854
1674.McG.F110715Ly2H3	ERX1663855
1674.McG.F110715Ly2H1	ERX1663853
1674.McG.F110714Jr5R3	ERX1663850
1674.McG.F110715Ly6R1	ERX1663877
1674.McG.F110715Ly6R2	ERX1663878
1674.McG.F110715Ly6R3	ERX1663879
1674.McG.F110715Ly6R4	ERX1663880
1674.McG.F110715Ly6R5	ERX1663881
1674.McG.F110714Jr5R5	ERX1663852
1674.McG.F110714Jr5R4	ERX1663851
1674.McG.G110713Sm5	ERX1663893
1674.McG.G110713Sm1	ERX1663891
1674.McG.G110713Sm3	ERX1663892
1674.McG.G110719Di1	ERX1663912
1674.McG.F110715Ly2R4	ERX1663860
1674.McG.F110715Ly2R5	ERX1663861
1674.McG.G110713Br2	ERX1663883
1674.McG.F110715Ly2R2	ERX1663859
1674.McG.F110715Ly2R3	None
1674.McG.G110715Ly6	ERX1663908
1674.McG.F110714Ch3H2	ERX1663814
