sample_name	experiment_accession
755.LSSF.GAMMA.D20.23.06.11.lane1.NoIndex.L001	ERX1821520
755.SSFA.L2.D40.28.06.11.lane1.NoIndex.L001	ERX1821756
755.SSFB.L1.D40.12.07.11.lane1.NoIndex.L001	ERX1822030
755.LSSF.DELTA.D5.16.06.11.lane1.NoIndex.L001	ERX1821469
755.SSFA.L1.D30.31.05.11.lane1.NoIndex.L001	ERX1821637
755.LSSF.ALPHA.D10.30.06.11.lane1.NoIndex.L001	ERX1821313
755.LSSF.BETA.D20.26.05.11.lane1.NoIndex.L001	ERX1821383
755.EF.ZETA.30.06.11.lane3.NoIndex.L003	ERX1821238
755.LSSF.ALPHA.D1.22.07.11.lane1.NoIndex.L001	ERX1821304
755.LSSF.BETA.D45.30.06.11.lane1.NoIndex.L001	ERX1821402
755.SSFA.L1.D50.21.06.11.lane1.NoIndex.L001	ERX1821666
755.SSFA.L2.D1.12.07.11.lane1.NoIndex.L001	ERX1821672
755.SSFB.L1.2.D20.21.06.11.lane1.NoIndex.L001	ERX1821938
755.SSFB.L1.D50.20.09.11.lane1.NoIndex.L001	ERX1822065
755.MP.Mock.bacteria.2.archae.lane3.NoIndex.L003	ERX1821565
755.SSFA.L2.D3.03.05.11.lane1.NoIndex.L001	ERX1821713
755.SSFA.L2.D5.19.07.11.lane1.NoIndex.L001	ERX1821766
755.SSFB.L1.3.D3.21.06.11.lane1.NoIndex.L001	ERX1821947
755.INA.20.09.11.lane1.NoIndex.L001	ERX1821275
755.SSFA.L1.2.D3.21.06.11.lane1.NoIndex.L001	ERX1821576
755.SSFB.L1.D5.12.07.11.lane1.NoIndex.L001	ERX1822045
755.SSFA.L2.D20.19.04.11.lane1.NoIndex.L001	ERX1821705
755.SSFB.L3.D50.20.09.11.lane1.NoIndex.L001	ERX1822194
755.SSFB.L1.D1.06.07.11.lane1.NoIndex.L001	ERX1821953
755.LSSF.DELTA.D5.14.07.11.lane1.NoIndex.L001	ERX1821468
755.SSFB.L3.D30.31.05.11.lane1.NoIndex.L001	ERX1822157
755.LSSF.ALPHA.D20.30.06.11.lane1.NoIndex.L001	ERX1821327
755.SSFA.L3.D1.26.07.11.lane1.NoIndex.L001	ERX1821817
755.SSFB.L3.D40.12.07.11.lane1.NoIndex.L001	ERX1822160
755.SSFB.L1.D10.26.07.11.lane1.NoIndex.L001	ERX1821979
755.EFB.10.05.11.lane1.NoIndex.L001	ERX1821255
755.SSFA.L2.D40.17.05.11.lane1.NoIndex.L001	ERX1821749
755.LSSF.ALPHA.D45.22.07.11.lane1.NoIndex.L001	ERX1821339
755.LSSF.ALPHA.D1.08.07.11.lane1.NoIndex.L001	ERX1821300
755.SSF.uneven.mix1.lane3.NoIndex.L003	ERX1821567
755.LSSF.ALPHA.D10.09.06.11.lane1.NoIndex.L001	ERX1821308
755.SSFA.L2.D5.24.08.11.lane1.NoIndex.L001	ERX1821769
755.LSSF.EPSILON.D15.22.07.11.lane1.NoIndex.L001	ERX1821475
755.EF.THETA.22.07.11.lane3.NoIndex.L003	ERX1821232
755.EFA.31.05.11.lane1.NoIndex.L001	ERX1821252
755.SSFA.L1.D5.17.05.11.lane1.NoIndex.L001	ERX1821652
755.LSSF.BETA.D10.08.07.11.lane1.NoIndex.L001	ERX1821359
755.SSFA.L3.D20.06.07.11.lane1.NoIndex.L001	ERX1821837
755.LSSF.BETA.D1.08.07.11.lane1.NoIndex.L001	ERX1821350
755.LSSF.DELTA.D10.16.06.11.lane1.NoIndex.L001	ERX1821424
755.SSFB.L1.D3.18.10.11.lane1.NoIndex.L001	ERX1822004
755.SSFB.L3.D10.28.06.11.lane1.NoIndex.L001	ERX1822114
755.SSFA.L1.D10.07.06.11.lane1.NoIndex.L001	ERX1821600
755.LSSF.ALPHA.D15.08.07.11.lane1.NoIndex.L001	ERX1821314
755.LSSF.DELTA.D1.22.07.11.lane1.NoIndex.L001	ERX1821417
755.LSSF.BETA.D45.14.07.11.lane1.NoIndex.L001	ERX1821397
755.EFB.28.06.11.lane1.NoIndex.L001	ERX1821265
755.SSFB.L1.D30.24.08.11.lane1.NoIndex.L001	ERX1822022
755.SSFB.L3.3.D20.21.06.11.lane1.NoIndex.L001	ERX1822082
755.SSFA.L2.D20.20.09.11.lane1.NoIndex.L001	ERX1821707
755.SSFA.L3.D20.18.10.11.lane1.NoIndex.L001	ERX1821843
755.LSSF.ALPHA.D10.23.06.11.lane1.NoIndex.L001	ERX1821312
755.EFA.06.07.11.lane1.NoIndex.L001	ERX1821240
755.LSSF.DELTA.D45.26.05.11.lane1.NoIndex.L001	ERX1821463
755.SSFA.L1.D3.19.04.11.lane1.NoIndex.L001	ERX1821625
755.LSSF.BETA.D1.23.06.11.lane1.NoIndex.L001	ERX1821355
755.INB.20.09.11.lane1.NoIndex.L001	ERX1821289
755.LSSF.ALPHA.D45.08.07.11.lane1.NoIndex.L001	ERX1821335
755.LSSF.ZETA.D10.22.07.11.lane1.NoIndex.L001	ERX1821558
755.LSSF.BETA.D5.09.06.11.lane1.NoIndex.L001	ERX1821405
755.LSSF.BETA.D1.02.06.11.lane1.NoIndex.L001	ERX1821349
755.LSSF.DELTA.D20.08.07.11.lane1.NoIndex.L001	ERX1821439
755.SSFA.L2.D40.21.06.11.lane1.NoIndex.L001	ERX1821753
755.LSSF.DELTA.D10.14.07.11.lane1.NoIndex.L001	ERX1821423
755.SSFA.L1.D3.19.07.11.lane1.NoIndex.L001	ERX1821626
755.LSSF.ALPHA.D20.22.07.11.lane1.NoIndex.L001	ERX1821325
755.EF.GAMMA.02.06.11.lane1.NoIndex.L001	ERX1821226
755.SSFA.L3.3.D1.21.06.11.lane1.NoIndex.L001	ERX1821796
755.SSFB.L1.D10.19.07.11.lane1.NoIndex.L001	ERX1821975
755.SSFA.L1.3.D3.21.06.11.lane1.NoIndex.L001	ERX1821584
755.SSFA.L3.D3.19.04.11.lane1.NoIndex.L001	ERX1821859
755.SSFB.L3.2.D10.21.06.11.lane1.NoIndex.L001	ERX1822073
755.SSFA.L3.D30.26.07.11.lane1.NoIndex.L001	ERX1821880
755.SSFA.L2.D10.21.06.11.lane1.NoIndex.L001	ERX1821693
755.LSSF.DELTA.D15.02.06.11.lane1.NoIndex.L001	ERX1821429
755.SSFB.L3.D10.07.06.11.lane1.NoIndex.L001	ERX1822103
755.SSFB.L3.D30.19.07.11.lane1.NoIndex.L001	ERX1822151
755.SSFA.L2.D30.21.06.11.lane1.NoIndex.L001	ERX1821738
755.SSFB.L3.D10.18.10.11.lane1.NoIndex.L001	ERX1822108
755.INA.17.05.11.lane1.NoIndex.L001	ERX1821272
755.SSFA.L3.D10.14.06.11.lane1.NoIndex.L001	ERX1821825
755.SSFB.L3.D10.10.05.11.lane1.NoIndex.L001	ERX1822104
755.SSFA.L3.D3.06.07.11.lane1.NoIndex.L001	ERX1821852
755.SSFB.L3.D30.26.07.11.lane1.NoIndex.L001	ERX1822155
755.LSSF.ALPHA.D20.23.06.11.lane1.NoIndex.L001	ERX1821326
755.LSSF.ALPHA.D45.09.06.11.lane1.NoIndex.L001	ERX1821336
755.SSFA.L3.D50.03.05.11.lane1.NoIndex.L001	ERX1821915
755.SSFA.L2.D10.19.07.11.lane1.NoIndex.L001	ERX1821691
755.SSFB.L3.D40.19.07.11.lane1.NoIndex.L001	ERX1822164
755.EF.BETA.26.05.11.lane1.NoIndex.L001	ERX1821211
755.LSSF.DELTA.D5.02.06.11.lane1.NoIndex.L001	ERX1821465
755.LSSF.BETA.D10.14.07.11.lane1.NoIndex.L001	ERX1821361
755.SSFA.L3.D3.03.05.11.lane1.NoIndex.L001	ERX1821851
755.SSFB.L3.D10.17.05.11.lane1.NoIndex.L001	ERX1822107
755.SSFB.L3.D50.17.05.11.lane1.NoIndex.L001	ERX1822191
755.LSSF.BETA.D30.02.06.11.lane1.NoIndex.L001	ERX1821385
755.SSFA.L3.D30.17.05.11.lane1.NoIndex.L001	ERX1821873
755.SSFA.L1.D1.18.10.11.lane1.NoIndex.L001	ERX1821594
755.LSSF.GAMMA.D1.02.06.11.lane1.NoIndex.L001	ERX1821487
755.SSFB.L1.D1.14.06.11.lane1.NoIndex.L001	ERX1821957
755.SSFA.L3.D40.07.06.11.lane1.NoIndex.L001	ERX1821885
755.LSSF.GAMMA.D30.08.07.11.lane1.NoIndex.L001	ERX1821524
755.LSSF.BETA.D10.30.06.11.lane1.NoIndex.L001	ERX1821366
755.SSFA.L1.D1.19.07.11.lane1.NoIndex.L001	ERX1821596
755.SSFA.L1.D50.07.06.11.lane1.NoIndex.L001	ERX1821659
755.LSSF.BETA.D45.02.06.11.lane1.NoIndex.L001	ERX1821394
755.SSFA.L1.D3.17.05.11.lane1.NoIndex.L001	ERX1821623
755.SSFA.L2.D1.20.09.11.lane1.NoIndex.L001	ERX1821677
755.LSSF.ETA.D5.22.07.11.lane1.NoIndex.L001	ERX1821486
755.SSFB.L3.D20.18.10.11.lane1.NoIndex.L001	ERX1822122
755.SSFB.L1.3.D1.21.06.11.lane1.NoIndex.L001	ERX1821944
755.LSSF.DELTA.D10.22.07.11.lane1.NoIndex.L001	ERX1821425
755.SSFB.L3.D30.28.06.11.lane1.NoIndex.L001	ERX1822156
755.LSSF.GAMMA.D15.26.05.11.lane1.NoIndex.L001	ERX1821512
755.SSFB.L1.D5.14.06.11.lane1.NoIndex.L001	ERX1822046
755.SSFA.L2.D1.14.06.11.lane1.NoIndex.L001	ERX1821673
755.SSFA.L2.D10.24.08.11.lane1.NoIndex.L001	ERX1821694
755.LSSF.DELTA.D20.02.06.11.lane1.NoIndex.L001	ERX1821438
755.LSSF.ALPHA.D10.14.07.11.lane1.NoIndex.L001	ERX1821309
755.SSFB.L1.D1.24.08.11.lane1.NoIndex.L001	ERX1821963
755.LSSF.DELTA.D5.23.06.11.lane1.NoIndex.L001	ERX1821471
755.LSSF.ALPHA.D1.14.07.11.lane1.NoIndex.L001	ERX1821302
755.SSFB.L3.2.D40.21.06.11.lane1.NoIndex.L001	ERX1822077
755.LSSF.DELTA.D30.08.07.11.lane1.NoIndex.L001	ERX1821448
755.SSFA.L3.D1.06.07.11.lane1.NoIndex.L001	ERX1821805
755.SSFB.L1.2.D40.21.06.11.lane1.NoIndex.L001	ERX1821941
755.LSSF.DELTA.D30.02.06.11.lane1.NoIndex.L001	ERX1821447
755.SSFA.L2.D20.17.05.11.lane1.NoIndex.L001	ERX1821704
755.SSFB.L1.D10.31.05.11.lane1.NoIndex.L001	ERX1821981
755.SSFA.L1.D20.10.05.11.lane1.NoIndex.L001	ERX1821611
755.LSSF.BETA.D15.08.07.11.lane1.NoIndex.L001	ERX1821368
755.SSFB.L3.D1.17.05.11.lane1.NoIndex.L001	ERX1822093
755.SSFA.L3.D10.28.06.11.lane1.NoIndex.L001	ERX1821834
755.SSFB.L1.D30.10.05.11.lane1.NoIndex.L001	None
755.SSFB.L3.D50.26.07.11.lane1.NoIndex.L001	ERX1822197
755.LSSF.BETA.D30.23.06.11.lane1.NoIndex.L001	ERX1821391
755.SSFA.L1.D20.14.06.11.lane1.NoIndex.L001	ERX1821612
755.LSSF.BETA.D10.26.05.11.lane1.NoIndex.L001	ERX1821365
755.INA.26.07.11.lane1.NoIndex.L001	ERX1821278
755.SSFA.L2.D40.19.07.11.lane1.NoIndex.L001	ERX1821751
755.SSFB.L3.D30.21.06.11.lane1.NoIndex.L001	ERX1822153
755.SSFA.L3.D3.18.10.11.lane1.NoIndex.L001	ERX1821858
755.LSSF.DELTA.D20.26.05.11.lane1.NoIndex.L001	ERX1821445
755.LSSF.GAMMA.D1.26.05.11.lane1.NoIndex.L001	ERX1821494
755.LSSF.ALPHA.D1.16.06.11.lane1.NoIndex.L001	ERX1821303
755.LSSF.BETA.D20.30.06.11.lane1.NoIndex.L001	ERX1821384
755.SSFA.L3.D10.20.09.11.lane1.NoIndex.L001	ERX1821830
755.SSFA.L3.D5.06.07.11.lane1.NoIndex.L001	ERX1821900
755.EF.ZETA.26.05.11.lane3.NoIndex.L003	ERX1821237
755.SSFA.L3.D40.19.07.11.lane1.NoIndex.L001	ERX1821892
755.LSSF.ALPHA.D45.14.07.11.lane1.NoIndex.L001	ERX1821337
755.SSFB.L3.D5.21.06.11.lane1.NoIndex.L001	ERX1822181
755.SSFB.L3.D3.19.07.11.lane1.NoIndex.L001	ERX1822137
755.SSFB.L3.D20.24.08.11.lane1.NoIndex.L001	ERX1822126
755.EF.ETA.22.07.11.lane1.NoIndex.L001	ERX1821224
755.SSFA.L2.D1.19.07.11.lane1.NoIndex.L001	ERX1821676
755.LSSF.DELTA.D30.22.07.11.lane1.NoIndex.L001	ERX1821452
755.SSFB.L3.D20.07.06.11.lane1.NoIndex.L001	ERX1822117
755.SSFA.L2.D10.28.06.11.lane1.NoIndex.L001	ERX1821696
755.SSFA.L2.D1.06.07.11.lane1.NoIndex.L001	ERX1821669
755.LSSF.DELTA.D45.30.06.11.lane1.NoIndex.L001	ERX1821464
755.SSFB.L3.D40.31.05.11.lane1.NoIndex.L001	ERX1822170
755.INB.12.07.11.lane1.NoIndex.L001	ERX1821284
755.SSFA.L2.D50.19.04.11.lane1.NoIndex.L001	ERX1821780
755.LSSF.BETA.D10.02.06.11.lane1.NoIndex.L001	ERX1821358
755.SSFA.L2.D10.14.06.11.lane1.NoIndex.L001	ERX1821688
755.LSSF.EPSILON.D45.22.07.11.lane1.NoIndex.L001	ERX1821478
755.SSFB.L3.D40.10.05.11.lane1.NoIndex.L001	ERX1822159
755.SSFA.L3.D30.19.07.11.lane1.NoIndex.L001	ERX1821876
755.INB.21.06.11.lane1.NoIndex.L001	ERX1821290
755.LSSF.ALPHA.D15.09.06.11.lane1.NoIndex.L001	ERX1821315
755.SSFA.L2.D50.06.07.11.lane1.NoIndex.L001	ERX1821774
755.EFB.07.06.11.lane1.NoIndex.L001	ERX1821254
755.SSFA.L3.3.D30.21.06.11.lane1.NoIndex.L001	ERX1821800
755.SSFB.L1.D3.12.07.11.lane1.NoIndex.L001	ERX1822001
755.SSFA.L2.D1.07.06.11.lane3.NoIndex.L003	ERX1821670
755.SSFA.L1.D20.31.05.11.lane1.NoIndex.L001	ERX1821618
755.SSFB.L3.D5.24.08.11.lane1.NoIndex.L001	ERX1822182
755.SSFB.L1.D50.06.07.11.lane1.NoIndex.L001	ERX1822057
755.LSSF.ALPHA.D15.16.06.11.lane1.NoIndex.L001	ERX1821317
755.SSFB.L1.D10.18.10.11.lane1.NoIndex.L001	ERX1821974
755.SSFB.L3.D1.21.06.11.lane1.NoIndex.L001	ERX1822097
755.SSFA.L1.D30.07.06.11.lane1.NoIndex.L001	ERX1821629
755.EF.BETA.02.06.11.lane1.NoIndex.L001	ERX1821208
755.SSFA.L3.D50.19.04.11.lane1.NoIndex.L001	ERX1821923
755.SSFA.L1.D10.31.05.11.lane1.NoIndex.L001	ERX1821608
755.SSFA.L2.D50.24.08.11.lane1.NoIndex.L001	ERX1821784
755.EF.DELTA.09.06.11.lane1.NoIndex.L001	ERX1821214
755.LSSF.BETA.D15.09.06.11.lane1.NoIndex.L001	ERX1821369
755.SSFB.L1.D20.20.09.11.lane1.NoIndex.L001	ERX1821991
755.SSFA.L3.D40.03.05.11.lane1.NoIndex.L001	ERX1821883
755.SSFA.L2.D50.26.07.11.lane1.NoIndex.L001	ERX1821785
755.SSFA.L2.D50.19.07.11.lane1.NoIndex.L001	ERX1821781
755.SSFA.L3.D20.28.06.11.lane1.NoIndex.L001	ERX1821849
755.SSFB.L3.D5.10.05.11.lane1.NoIndex.L001	ERX1822174
755.SSFB.L1.D40.26.07.11.lane1.NoIndex.L001	ERX1822038
755.LSSF.GAMMA.D1.16.06.11.lane1.NoIndex.L001	ERX1821491
755.SSFA.L3.D40.06.07.11.lane1.NoIndex.L001	ERX1821884
755.SSFA.L1.D50.14.06.11.lane1.NoIndex.L001	ERX1821661
755.SSFB.L3.3.D1.21.06.11.lane1.NoIndex.L001	ERX1822080
755.SSFA.L2.D10.03.05.11.lane1.NoIndex.L001	ERX1821683
755.SSFA.L1.D30.19.07.11.lane1.NoIndex.L001	ERX1821635
755.LSSF.BETA.D30.26.05.11.lane1.NoIndex.L001	ERX1821392
755.SSFA.L1.3.D30.21.06.11.lane1.NoIndex.L001	ERX1821585
755.SSFA.L1.D5.31.05.11.lane1.NoIndex.L001	ERX1821657
755.LSSF.BETA.D15.14.07.11.lane1.NoIndex.L001	ERX1821370
755.SSFB.L1.D5.31.05.11.lane1.NoIndex.L001	ERX1822055
755.SSFA.L2.D20.21.06.11.lane1.NoIndex.L001	ERX1821708
755.LSSF.BETA.D1.16.06.11.lane1.NoIndex.L001	ERX1821353
755.SSFB.L1.D30.28.06.11.lane1.NoIndex.L001	ERX1822024
755.SSFA.L3.D5.21.06.11.lane1.NoIndex.L001	ERX1821910
755.SSFA.L2.D30.31.05.11.lane1.NoIndex.L001	ERX1821742
755.LSSF.GAMMA.D20.16.06.11.lane1.NoIndex.L001	ERX1821518
755.SSFA.L1.D1.19.04.11.lane1.NoIndex.L001	ERX1821595
755.LSSF.GAMMA.D1.08.07.11.lane1.NoIndex.L001	ERX1821488
755.SSFB.L1.D1.20.09.11.lane1.NoIndex.L001	ERX1821961
755.SSFA.L3.D5.12.07.11.lane1.NoIndex.L001	ERX1821903
755.SSFA.L3.D20.20.09.11.lane1.NoIndex.L001	ERX1821846
755.LSSF.DELTA.D15.23.06.11.lane1.NoIndex.L001	ERX1821435
755.EFA.24.08.11.lane1.NoIndex.L001	ERX1821249
755.SSFA.L3.D40.26.07.11.lane1.NoIndex.L001	ERX1821896
755.SSFA.L2.D40.10.05.11.lane1.NoIndex.L001	ERX1821746
755.SSFB.L1.D3.20.09.11.lane1.NoIndex.L001	ERX1822006
755.SSFB.L1.D3.28.06.11.lane1.NoIndex.L001	ERX1822010
755.SSFA.L3.D20.19.04.11.lane1.NoIndex.L001	ERX1821844
755.LSSF.ALPHA.D10.08.07.11.lane1.NoIndex.L001	ERX1821307
755.SSFA.L2.D5.07.06.11.lane3.NoIndex.L003	ERX1821760
755.SSFA.L2.D30.24.08.11.lane1.NoIndex.L001	ERX1821739
755.SSFA.L1.3.D50.21.06.11.lane1.NoIndex.L001	ERX1821588
755.SSFA.L3.D10.07.06.11.lane1.NoIndex.L001	ERX1821822
755.LSSF.ETA.D15.22.07.11.lane1.NoIndex.L001	ERX1821482
755.SSFA.L1.D20.19.07.11.lane1.NoIndex.L001	ERX1821616
755.LSSF.DELTA.D10.09.06.11.lane1.NoIndex.L001	ERX1821422
755.LSSF.BETA.D15.02.06.11.lane1.NoIndex.L001	ERX1821367
755.SSFA.L2.D10.12.07.11.lane1.NoIndex.L001	ERX1821687
755.SSFA.L3.3.D20.21.06.11.lane1.NoIndex.L001	ERX1821798
755.SSFA.L1.3.D20.21.06.11.lane1.NoIndex.L001	ERX1821583
755.SSFA.L3.D1.10.05.11.lane1.NoIndex.L001	ERX1821807
755.SSFB.L1.D50.18.10.11.lane1.NoIndex.L001	ERX1822063
755.SSFA.L3.D5.28.06.11.lane1.NoIndex.L001	ERX1821913
755.SSFB.L1.D20.06.07.11.lane1.NoIndex.L001	ERX1821983
755.SSFA.L1.3.D10.21.06.11.lane1.NoIndex.L001	ERX1821582
755.LSSF.BETA.D45.26.05.11.lane1.NoIndex.L001	ERX1821401
755.SSFA.L2.D5.14.06.11.lane1.NoIndex.L001	ERX1821763
755.SSFB.L3.3.D40.21.06.11.lane1.NoIndex.L001	ERX1822085
755.SSFB.L1.D5.20.09.11.lane1.NoIndex.L001	ERX1822050
755.SSFA.L1.D30.10.05.11.lane1.NoIndex.L001	ERX1821630
755.LSSF.GAMMA.D1.23.06.11.lane1.NoIndex.L001	ERX1821493
755.SSFB.L3.D40.20.09.11.lane1.NoIndex.L001	ERX1822165
755.SSFB.L1.D40.06.07.11.lane1.NoIndex.L001	ERX1822027
755.LSSF.BETA.D45.08.07.11.lane1.NoIndex.L001	ERX1821395
755.SSFA.L2.D40.31.05.11.lane1.NoIndex.L001	ERX1821757
755.SSFB.L3.D20.19.07.11.lane1.NoIndex.L001	ERX1822123
