sample_name	experiment_accession
1521.MZ.22a.blank.s.8.1.sequences	ERX2072831
1521.EB127.s.6.1.sequences	ERX2072747
1521.EB121.s.6.1.sequences	ERX2072741
1521.228.7.s.7.1.sequences	ERX2072373
1521.EB124.s.6.1.sequences	ERX2072744
1521.331.6.s.7.1.sequences	ERX2072436
1521.MD3.M.s.6.1.sequences	ERX2072815
1521.29.W.s.6.1.sequences	ERX2072414
1521.EB117.s.6.1.sequences	ERX2072737
1521.MZ.15a.s.8.1.sequences	ERX2072829
1521.SPL.Wint.5.s.8.1.sequences	ERX2072939
1521.Mayv.5.s.8.1.sequences	ERX2072872
1521.DF1.s.6.1.sequences	ERX2072624
1521.332.1.s.7.1.sequences	ERX2072441
1521.Mi2.s.7.1.sequences	ERX2072878
1521.46.W.s.6.1.sequences	ERX2072463
1521.Sample21.s.7.1.sequences	ERX2072991
1521.Arctic.Tundra.1.s.8.1.sequences	ERX2072581
1521.Sample9.s.7.1.sequences	ERX2073050
1521.Sample259.s.7.1.sequences	ERX2072996
1521.Sample143.s.7.1.sequences	ERX2072962
1521.PE4.s.6.1.sequences	ERX2072906
1521.84.W.s.6.1.sequences	ERX2072505
1521.EB038.s.6.1.sequences	ERX2072658
1521.MZ.90a.s.8.1.sequences	ERX2072867
1521.C1.s.8.1.sequences	ERX2072590
1521.EB101.s.6.1.sequences	ERX2072721
1521.1.W.s.6.1.sequences	ERX2072328
1521.330.8.s.7.1.sequences	ERX2072428
1521.CT3.s.6.1.sequences	ERX2072608
1521.83.W.s.6.1.sequences	ERX2072504
1521.EB074.s.6.1.sequences	ERX2072694
1521.230.4.s.7.1.sequences	ERX2072393
1521.CF1.s.6.1.sequences	ERX2072595
1521.EB027.s.6.1.sequences	ERX2072647
1521.Det.2.s.8.1.sequences	ERX2072630
1521.Flea5.s.7.1.sequences	ERX2072782
1521.CM1.s.6.1.sequences	ERX2072602
1521.Arctic.Tundra.2.s.8.1.sequences	ERX2072582
1521.Sample275.s.7.1.sequences	ERX2073001
1521.EB146.s.6.1.sequences	ERX2072766
1521.52.W.s.6.1.sequences	ERX2072470
1521.59.W.s.6.1.sequences	ERX2072477
1521.70.W.s.6.1.sequences	ERX2072490
1521.Sample261.s.7.1.sequences	ERX2072998
1521.332.3.s.7.1.sequences	ERX2072443
1521.93.W.s.6.1.sequences	ERX2072515
1521.228.11.s.7.1.sequences	ERX2072367
1521.EB060.s.6.1.sequences	ERX2072680
1521.MZ.103b.s.8.1.sequences	ERX2072826
1521.Sample276.s.7.1.sequences	ERX2073002
1521.226.9.s.7.1.sequences	ERX2072353
1521.EB110.s.6.1.sequences	ERX2072730
1521.Cle.W1.s.8.1.sequences	ERX2072619
1521.NTP8.s.6.1.sequences	ERX2072902
1521.Aphid9.s.7.1.sequences	ERX2072580
1521.EB042.s.6.1.sequences	ERX2072662
1521.229.5.s.7.1.sequences	ERX2072382
1521.EB133.s.6.1.sequences	ERX2072753
1521.Aphid41.s.7.1.sequences	ERX2072569
1521.20.W.s.6.1.sequences	ERX2072340
1521.74.W.s.6.1.sequences	ERX2072494
1521.BF1.s.6.1.sequences	ERX2072585
1521.Sample258.s.7.1.sequences	ERX2072995
1521.Sample37.s.7.1.sequences	ERX2073014
1521.EB119.s.6.1.sequences	ERX2072739
1521.EB081.s.6.1.sequences	ERX2072701
1521.CL1.M.s.6.1.sequences	ERX2072597
1521.Sample174.s.7.1.sequences	ERX2072979
1521.231.2.s.7.1.sequences	ERX2072401
1521.332.7.s.7.1.sequences	ERX2072447
1521.73.W.s.6.1.sequences	ERX2072493
1521.st2.2.s.7.1.sequences	ERX2073072
1521.Sample38.s.7.1.sequences	ERX2073015
1521.Sample114.s.7.1.sequences	ERX2072954
1521.Aphid37.s.7.1.sequences	ERX2072564
1521.EB126.s.6.1.sequences	ERX2072746
1521.EB128.s.6.1.sequences	ERX2072748
1521.EB051.s.6.1.sequences	ERX2072671
1521.EB149.s.6.1.sequences	ERX2072769
1521.MZ.82a.s.8.1.sequences	ERX2072863
1521.33.W.s.6.1.sequences	ERX2072419
1521.45.W.s.6.1.sequences	ERX2072462
1521.56.W.s.6.1.sequences	ERX2072474
1521.NTP24.s.6.1.sequences	ERX2072888
1521.Aphid43.s.7.1.sequences	ERX2072571
1521.Abi.I.s.6.1.sequences	ERX2072526
1521.Sample81.s.7.1.sequences	ERX2073041
1521.Boreal.coniferous.forest.s.8.1.sequences	ERX2072589
1521.MZ.88b.s.8.1.sequences	ERX2072866
1521.Sample162.s.7.1.sequences	ERX2072974
1521.VC1.s.6.1.sequences	ERX2073070
1521.Sample23.s.7.1.sequences	ERX2072993
1521.Sample197.s.7.1.sequences	ERX2072983
1521.NTP3.s.6.1.sequences	ERX2072894
1521.42.W.s.6.1.sequences	ERX2072459
1521.EB096.s.6.1.sequences	ERX2072716
1521.AR1.s.6.1.sequences	ERX2072521
1521.SR3.s.6.1.sequences	ERX2072943
1521.34.W.s.6.1.sequences	ERX2072450
1521.332.2.s.7.1.sequences	ERX2072442
1521.227.3.s.7.1.sequences	ERX2072358
1521.EB023.s.6.1.sequences	ERX2072642
1521.Sample158.s.7.1.sequences	ERX2072971
1521.S40.s.7.1.sequences	ERX2072916
1521.SV1.M.s.6.1.sequences	ERX2072944
1521.NTP36.s.6.1.sequences	ERX2072897
1521.69.W.s.6.1.sequences	ERX2072488
1521.EB099.s.6.1.sequences	ERX2072719
1521.EB039.s.6.1.sequences	ERX2072659
1521.Sample4.s.7.1.sequences	ERX2073017
1521.Sample293.s.7.1.sequences	ERX2073005
1521.EB138.s.6.1.sequences	ERX2072758
1521.Chi.W3.s.8.1.sequences	ERX2072615
1521.230.5.s.7.1.sequences	ERX2072394
1521.229.6.s.7.1.sequences	ERX2072383
1521.EB145.s.6.1.sequences	ERX2072765
1521.DL3.s.6.1.sequences	ERX2072628
1521.EB093.s.6.1.sequences	ERX2072713
1521.231.7.s.7.1.sequences	ERX2072406
1521.Tick3.s.7.1.sequences	ERX2073065
1521.226.3.s.7.1.sequences	ERX2072347
1521.Sample70.s.7.1.sequences	ERX2073031
1521.Iso2.1.s.7.1.sequences	ERX2072801
1521.Sample61.s.7.1.sequences	ERX2073023
1521.JT1.s.6.1.sequences	ERX2072806
1521.330.9.s.7.1.sequences	ERX2072429
1521.MZ.62a.s.8.1.sequences	ERX2072851
1521.227.1.1.s.7.1.sequences	ERX2072354
1521.EB063.s.6.1.sequences	ERX2072683
1521.MZ.26a.s.8.1.sequences	ERX2072835
1521.23.W.s.6.1.sequences	ERX2072387
1521.Flea3.s.7.1.sequences	ERX2072780
1521.Sample39.s.7.1.sequences	ERX2073016
1521.EB075.s.6.1.sequences	ERX2072695
1521.Sample154.s.7.1.sequences	ERX2072967
1521.37.W.s.6.1.sequences	ERX2072453
1521.90.W.s.6.1.sequences	ERX2072512
1521.226.6.s.7.1.sequences	ERX2072350
1521.EB102.s.6.1.sequences	ERX2072722
1521.BP1.s.6.1.sequences	ERX2072587
1521.SPL.Wint.9.s.8.1.sequences	ERX2072940
1521.SA2.s.6.1.sequences	ERX2072920
1521.Aphid42.s.7.1.sequences	ERX2072570
1521.Chi.2.s.8.1.sequences	ERX2072611
1521.27.W.s.6.1.sequences	ERX2072412
1521.Temperate.deciduous.forest.s.8.1.sequences	ERX2073061
1521.SPL.Sum.5.s.8.1.sequences	ERX2072936
1521.SP1.s.6.1.sequences	ERX2072928
1521.Sample7.s.7.1.sequences	ERX2073030
1521.Sample165.s.7.1.sequences	ERX2072977
1521.MZ.41b.s.8.1.sequences	ERX2072840
1521.6.W.s.6.1.sequences	ERX2072478
1521.229.1.s.7.1.sequences	ERX2072377
1521.Sample200.s.7.1.sequences	ERX2072987
1521.MZ.88a.s.8.1.sequences	ERX2072865
1521.NTP28.s.6.1.sequences	ERX2072892
1521.Sample203.s.7.1.sequences	ERX2072989
1521.EB087.s.6.1.sequences	ERX2072707
1521.Aphid6.s.7.1.sequences	ERX2072577
1521.MZ.101a.s.8.1.sequences	ERX2072823
1521.MZ.93a.s.8.1.sequences	ERX2072869
1521.MZ.103a.s.8.1.sequences	ERX2072825
1521.Tar.sand.2.s.8.1.sequences	ERX2073060
1521.SK1.s.6.1.sequences	ERX2072924
1521.Sample90.s.7.1.sequences	ERX2073051
1521.35.W.s.6.1.sequences	ERX2072451
1521.EB154.s.6.1.sequences	ERX2072774
1521.Cle.4.s.8.1.sequences	ERX2072618
1521.SF1.s.6.1.sequences	ERX2072921
1521.332.6.s.7.1.sequences	ERX2072446
1521.Aphid26.s.7.1.sequences	ERX2072553
1521.Aphid34.s.7.1.sequences	ERX2072562
1521.LQ2.s.6.1.sequences	ERX2072812
1521.AG2.s.8.1.sequences	ERX2072519
1521.227.8.s.7.1.sequences	ERX2072363
1521.Flea2.s.7.1.sequences	ERX2072779
1521.229.1.1.s.7.1.sequences	ERX2072376
1521.332.8.s.7.1.sequences	ERX2072448
1521.Aphid5.s.7.1.sequences	ERX2072576
1521.EB024.M.s.6.1.sequences	ERX2072643
1521.12.W.s.6.1.sequences	ERX2072331
1521.MZ.81a.s.8.1.sequences	ERX2072861
1521.EB116.s.6.1.sequences	ERX2072736
1521.85.W.s.6.1.sequences	ERX2072506
1521.60.W.s.6.1.sequences	ERX2072479
1521.Aphid7.s.7.1.sequences	ERX2072578
1521.EB144.s.6.1.sequences	ERX2072764
1521.EB037.s.6.1.sequences	ERX2072657
1521.EB035.s.6.1.sequences	ERX2072655
1521.EB062.s.6.1.sequences	ERX2072682
1521.Sample15.s.7.1.sequences	ERX2072965
1521.Det.4.s.8.1.sequences	ERX2072631
1521.SK2.s.6.1.sequences	ERX2072925
1521.Sample82.s.7.1.sequences	ERX2073042
1521.EB104.s.6.1.sequences	ERX2072724
1521.EB021.M.s.6.1.sequences	ERX2072639
1521.MZ.41a.s.8.1.sequences	ERX2072839
1521.Sample108.s.7.1.sequences	ERX2072949
1521.229.11.s.7.1.sequences	ERX2072378
1521.227.7.s.7.1.sequences	ERX2072362
1521.332.5.s.7.1.sequences	ERX2072445
1521.EB028.s.6.1.sequences	ERX2072648
1521.Iso4.2.s.7.1.sequences	ERX2072804
1521.Iso4.3.s.7.1.sequences	ERX2072805
1521.Sample67.s.7.1.sequences	ERX2073027
1521.MZ.50a.s.8.1.sequences	ERX2072843
1521.231.8.s.7.1.sequences	ERX2072407
1521.3.W.s.6.1.sequences	ERX2072415
1521.Sample60.s.7.1.sequences	ERX2073022
1521.331.1.1.s.7.1.sequences	ERX2072430
1521.SR2.s.6.1.sequences	ERX2072942
1521.Sample94.s.7.1.sequences	ERX2073055
1521.MZ.22b.blank.s.8.1.sequences	ERX2072832
1521.SPL.Sp.29.s.8.1.sequences	ERX2072934
1521.331.8.s.7.1.sequences	ERX2072438
1521.76.W.s.6.1.sequences	ERX2072496
1521.EB094.s.6.1.sequences	ERX2072714
1521.75.W.s.6.1.sequences	ERX2072495
1521.231.4.s.7.1.sequences	ERX2072403
1521.55.W.s.6.1.sequences	ERX2072473
1521.228.2.s.7.1.sequences	ERX2072368
1521.Sample84.s.7.1.sequences	ERX2073044
1521.Sample10.s.7.1.sequences	ERX2072948
1521.Aphid46.s.7.1.sequences	ERX2072574
1521.F2.s.8.1.sequences	ERX2072776
1521.MZ.31a.s.8.1.sequences	ERX2072837
1521.Aphid13.s.7.1.sequences	ERX2072539
1521.Sample17.s.7.1.sequences	ERX2072978
1521.Chi.4.s.8.1.sequences	ERX2072612
1521.NTP11.s.6.1.sequences	ERX2072881
1521.SPL.Sp.21.s.8.1.sequences	ERX2072932
1521.Sample12.s.7.1.sequences	ERX2072956
1521.EB113.s.6.1.sequences	ERX2072733
1521.62.W.s.6.1.sequences	ERX2072481
1521.EB125.s.6.1.sequences	ERX2072745
1521.EB068.s.6.1.sequences	ERX2072688
1521.Sample93.s.7.1.sequences	ERX2073054
1521.13.W.s.6.1.sequences	ERX2072332
1521.86.W.s.6.1.sequences	ERX2072507
1521.AR3.M.s.6.1.sequences	ERX2072523
1521.Chi.W2.s.8.1.sequences	ERX2072614
1521.Aphid3.s.7.1.sequences	ERX2072557
1521.Sample63.s.7.1.sequences	ERX2073025
1521.4.W.s.6.1.sequences	ERX2072456
1521.229.3.s.7.1.sequences	ERX2072380
1521.17.W.s.6.1.sequences	ERX2072336
1521.HJ2.s.6.1.sequences	ERX2072797
1521.30.W.s.6.1.sequences	ERX2072416
1521.EB080.s.6.1.sequences	ERX2072700
1521.EB095.s.6.1.sequences	ERX2072715
1521.64.W.s.6.1.sequences	ERX2072483
1521.Aphid45.s.7.1.sequences	ERX2072573
1521.Sample92.s.7.1.sequences	ERX2073053
1521.Sample140.s.7.1.sequences	ERX2072959
1521.Sample141.s.7.1.sequences	ERX2072960
1521.Too.3.s.6.1.sequences	ERX2073067
1521.226.7.s.7.1.sequences	ERX2072351
1521.SF2.s.6.1.sequences	ERX2072923
1521.SP2.s.6.1.sequences	ERX2072929
1521.Sample75.s.7.1.sequences	ERX2073034
1521.EB059.s.6.1.sequences	ERX2072679
1521.BB2.s.6.1.sequences	ERX2072584
1521.MZ.59a.s.8.1.sequences	ERX2072849
1521.229.9.s.7.1.sequences	ERX2072386
1521.Tick2.s.7.1.sequences	ERX2073064
1521.Am2.2.s.7.1.sequences	ERX2072531
1521.EB022.s.6.1.sequences	ERX2072641
1521.CO3.s.6.1.sequences	ERX2072605
1521.Mayv.W5.s.8.1.sequences	ERX2072875
1521.UW.community.garden.s.8.1.sequences	ERX2073069
1521.Iso4.1.s.7.1.sequences	ERX2072803
1521.26.W.s.6.1.sequences	ERX2072411
1521.EB136.s.6.1.sequences	ERX2072756
1521.Sample16.s.7.1.sequences	ERX2072973
1521.HF2.s.6.1.sequences	ERX2072791
1521.EB065.s.6.1.sequences	ERX2072685
1521.NTP27.s.6.1.sequences	ERX2072891
1521.Sample262.s.7.1.sequences	ERX2072999
1521.Sample294.s.7.1.sequences	ERX2073006
1521.EB067.s.6.1.sequences	ERX2072687
1521.MZ.52b.s.8.1.sequences	ERX2072846
1521.Too.1.s.6.1.sequences	ERX2073066
1521.CT1.s.6.1.sequences	ERX2072607
1521.230.1.1.s.7.1.sequences	ERX2072388
1521.230.9.s.7.1.sequences	ERX2072398
1521.Sample142.s.7.1.sequences	ERX2072961
1521.2.W.s.6.1.sequences	ERX2072339
1521.MT2.s.6.1.sequences	ERX2072822
1521.61.W.s.6.1.sequences	ERX2072480
1521.PE1.s.6.1.sequences	None
1521.NTP4.s.6.1.sequences	ERX2072900
1521.C2.s.8.1.sequences	ERX2072591
1521.MZ.72a.blank.s.8.1.sequences	ERX2072855
1521.Sample89.s.7.1.sequences	ERX2073049
1521.MZ.82b.s.8.1.sequences	ERX2072864
1521.CA1.s.6.1.sequences	ERX2072593
1521.227.5.s.7.1.sequences	ERX2072360
1521.Sample111.s.7.1.sequences	ERX2072952
1521.Sample189.s.7.1.sequences	ERX2072981
1521.Sample20.s.7.1.sequences	ERX2072986
1521.EB078.s.6.1.sequences	ERX2072698
1521.EB114.s.6.1.sequences	ERX2072734
1521.EB122.s.6.1.sequences	ERX2072742
1521.NTP9.s.6.1.sequences	ERX2072903
1521.IT1.s.6.1.sequences	ERX2072800
1521.S12.s.7.1.sequences	ERX2072913
1521.SK3.s.6.1.sequences	ERX2072926
1521.TL1.M.s.6.1.sequences	ERX2073056
1521.MD4.s.6.1.sequences	ERX2072817
1521.87.W.s.6.1.sequences	ERX2072508
1521.AF3.s.6.1.sequences	ERX2072517
1521.48.W.s.6.1.sequences	ERX2072465
1521.230.11.s.7.1.sequences	ERX2072390
1521.CO2.s.6.1.sequences	ERX2072604
1521.SV2.s.6.1.sequences	ERX2072946
1521.Mayv.2.s.8.1.sequences	ERX2072871
1521.226.4.s.7.1.sequences	ERX2072348
1521.39.W.s.6.1.sequences	ERX2072455
1521.KP4.s.6.1.sequences	ERX2072810
1521.EB061.s.6.1.sequences	ERX2072681
1521.EB040.s.6.1.sequences	ERX2072660
1521.228.1.s.7.1.sequences	ERX2072366
1521.KP1.M.s.6.1.sequences	ERX2072807
1521.Sample64.s.7.1.sequences	ERX2073026
1521.330.7.s.7.1.sequences	ERX2072427
1521.NTP25.s.6.1.sequences	ERX2072889
1521.EB130.s.6.1.sequences	ERX2072750
1521.Mayv.W2.s.8.1.sequences	ERX2072874
1521.18.W.s.6.1.sequences	ERX2072337
1521.Sample54.s.7.1.sequences	ERX2073020
1521.330.5.s.7.1.sequences	ERX2072425
1521.MZ.54b.s.8.1.sequences	ERX2072848
1521.Sample110.s.7.1.sequences	ERX2072951
1521.CF3.s.6.1.sequences	ERX2072596
1521.EB097.s.6.1.sequences	ERX2072717
1521.231.5.s.7.1.sequences	ERX2072404
1521.EB082.s.6.1.sequences	ERX2072702
1521.EB141.s.6.1.sequences	ERX2072761
1521.EB147.s.6.1.sequences	ERX2072767
1521.229.2.s.7.1.sequences	ERX2072379
1521.Chi.W1.s.8.1.sequences	ERX2072613
1521.EB142.s.6.1.sequences	ERX2072762
1521.EB030.s.6.1.sequences	ERX2072650
1521.Sample14.s.7.1.sequences	ERX2072958
1521.H3.s.6.1.sequences	ERX2072789
1521.EB070.s.6.1.sequences	ERX2072690
1521.MZ.62b.s.8.1.sequences	ERX2072852
1521.EB123.s.6.1.sequences	ERX2072743
1521.EB091.s.6.1.sequences	ERX2072711
1521.330.6.s.7.1.sequences	ERX2072426
1521.Aphid35.s.7.1.sequences	ERX2072563
1521.EB050.s.6.1.sequences	ERX2072670
1521.47.W.s.6.1.sequences	ERX2072464
1521.Sample71.s.7.1.sequences	ERX2073032
1521.Sample77.s.7.1.sequences	ERX2073036
1521.28.W.s.6.1.sequences	ERX2072413
1521.Abi.3.s.6.1.sequences	ERX2072525
1521.Sample157.s.7.1.sequences	ERX2072970
1521.71.W.s.6.1.sequences	ERX2072491
1521.MZ.15b.s.8.1.sequences	ERX2072830
1521.230.7.s.7.1.sequences	ERX2072396
1521.EB072.s.6.1.sequences	ERX2072692
1521.EB105.s.6.1.sequences	ERX2072725
1521.EB057.s.6.1.sequences	ERX2072677
1521.Ce6.s.7.1.sequences	ERX2072609
1521.MZ.73b.blank.s.8.1.sequences	ERX2072858
1521.Sample74.s.7.1.sequences	ERX2073033
1521.EB131.s.6.1.sequences	ERX2072751
1521.7.W.s.6.1.sequences	ERX2072489
1521.330.1.s.7.1.sequences	ERX2072421
1521.DF3.s.6.1.sequences	ERX2072626
1521.Sample36.s.7.1.sequences	ERX2073013
1521.Sample115.s.7.1.sequences	ERX2072955
1521.EB109.s.6.1.sequences	ERX2072729
1521.EB148.s.6.1.sequences	ERX2072768
1521.Aphid22.s.7.1.sequences	ERX2072549
1521.EB132.s.6.1.sequences	ERX2072752
1521.SN3.s.6.1.sequences	ERX2072927
1521.EB108.s.6.1.sequences	ERX2072728
1521.Sample5.s.7.1.sequences	ERX2073018
1521.Sample202.s.7.1.sequences	ERX2072988
1521.EB046.s.6.1.sequences	ERX2072666
1521.EB098.s.6.1.sequences	ERX2072718
1521.Aphid21.s.7.1.sequences	ERX2072548
1521.227.4.s.7.1.sequences	ERX2072359
1521.S11.s.7.1.sequences	ERX2072912
1521.22.W.s.6.1.sequences	ERX2072342
1521.AG1.s.8.1.sequences	ERX2072518
1521.EB111.s.6.1.sequences	ERX2072731
