sample_name	experiment_accession
864.OTC.noppt.15.2009b.lane2.NoIndex	ERX1723706
864.11.CON.addV.noG.noW.lane2.NoIndex	ERX1723508
864.13.CON.addV.noG.addW.lane2.NoIndex	ERX1723532
864.OTC.noppt.13.2009b.lane2.NoIndex	ERX1723705
864.15.OTC.addV.noG.addW.lane2.NoIndex	ERX1723566
864.1.OTC.addV.noG.noW.lane2.NoIndex	ERX1723498
864.6.OTC.addV.noG.noW.lane2.NoIndex	ERX1723640
864.NFS1.lane2.NoIndex	ERX1723685
864.CON.V.6.2009a.lane2.NoIndex	ERX1723665
864.5.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723624
864.11.CON.addV.noW.lane2.NoIndex	ERX1723509
864.15.OTC.addH.addVa.lane2.NoIndex	ERX1723565
864.15.C.noH.noVa.lane2.NoIndex	ERX1723555
864.1.CON.addV.noG.noW.A.lane2.NoIndex	ERX1723495
864.10.CON.addV.noW.Leg.lane2.NoIndex	ERX1723502
864.13.OTC.addV.noG.noW.lane2.NoIndex	ERX1723541
864.NFS004control.lane2.NoIndex	ERX1723683
864.LSFS4.OTC.lane2.NoIndex	ERX1723678
864.13.OTC.noH.addV.2010a.lane2.NoIndex	ERX1723542
864.13.C.addH.addV.2010a.lane2.NoIndex	ERX1723528
864.CON.noppt.15.2009b.lane2.NoIndex	ERX1723671
864.2.OTC.noG.noV.2010a.lane2.NoIndex	ERX1723586
864.CON.R.6.2009a.lane2.NoIndex	ERX1723662
864.6.OTC.addV.addG.noW.lane2.NoIndex	ERX1723639
864.2.CON.addV.addG.noW.1.lane2.NoIndex	ERX1723575
864.R06control.lane2.NoIndex	ERX1723710
864.4.CON.V.G.W.not.pooled.b.lane2.NoIndex	ERX1723606
864.3.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723592
864.13.CON.addV.noG.noW.lane2.NoIndex	ERX1723533
864.6.OTC.addG.addV.2010a.lane2.NoIndex	ERX1723637
864.5.CON.addV.noG.noW.A.lane2.NoIndex	ERX1723625
864.12.OTC.addV.noG.noW.lane2.NoIndex	ERX1723525
864.4.CON.addV.noG.noW.lane2.NoIndex	ERX1723614
864.15.OTC.noH.addVa.lane2.NoIndex	ERX1723569
864.CON.addppt.13.2009b.lane2.NoIndex	ERX1723667
864.2.OTC.addV.noG.noW.lane2.NoIndex	ERX1723584
864.4.C.noG.noV.2010a.lane2.NoIndex	ERX1723604
864.CON.R.2.2009a.lane2.NoIndex	ERX1723660
864.7.CON.addV.addG.noW.A.lane2.NoIndex	ERX1723643
864.NFS1control.lane2.NoIndex	ERX1723686
864.CON.noppt.12.2009b.lane2.NoIndex	ERX1723669
864.1.CON.addV.addG.noW.A.lane2.NoIndex	ERX1723493
864.LSFS1.OTC.lane2.NoIndex	ERX1723675
864.LSFS4control.lane2.NoIndex	ERX1723679
864.8.OTC.addV.addG.noW.lane2.NoIndex	ERX1723653
864.RP003.OTC.lane2.NoIndex	ERX1723717
864.15.C.noH.addVa.lane2.NoIndex	ERX1723554
864.OTC.V.2.2009a.lane2.NoIndex	ERX1723698
864.OTC.addppt.12.2009b.lane2.NoIndex	ERX1723701
864.15.OTC.H.Va.2.lane2.NoIndex	ERX1723563
864.2.OTC.noG.addV.2010a.lane2.NoIndex	ERX1723585
864.4.CON.V.addG.noW.not.pooled.a.lane2.NoIndex	ERX1723609
864.4.OTC.noG.addV.2010a.lane2.NoIndex	ERX1723621
864.13.OTC.noH.noV.2010a.lane2.NoIndex	ERX1723543
864.LSFS1control.lane2.NoIndex	ERX1723676
864.12.CON.addV.noW.Leg.lane2.NoIndex	ERX1723519
864.7.CON.addV.noG.noW.A.lane2.NoIndex	ERX1723645
864.SFS4.2010.OTC.ET.b.lane2.NoIndex	ERX1723722
864.8.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723652
864.4.CON.V.addG.noW.not.pooled.b.lane2.NoIndex	ERX1723610
864.14.CON.addV.noW.Fes.lane2.NoIndex	ERX1723546
864.3.OTC.addG.noV.2010a.lane2.NoIndex	ERX1723596
864.15.OTC.addV.noG.noW.lane2.NoIndex	ERX1723568
864.R001control.lane2.NoIndex	ERX1723708
864.8.OTC.addV.noG.noW.lane2.NoIndex	ERX1723654
864.13.CON.addV.noW.lane2.NoIndex	ERX1723537
864.5.OTC.addV.addG.noW.lane2.NoIndex	ERX1723627
864.13.CON.addV.noW.Fes.lane2.NoIndex	ERX1723534
864.5.OTC.addV.noG.noW.lane2.NoIndex	ERX1723628
864.6.OTC.noG.addV.2010a.lane2.NoIndex	ERX1723641
864.OTC.R.6.2009a.lane2.NoIndex	ERX1723697
864.6.C.noG.addV.2010a.lane2.NoIndex	ERX1723631
864.4.OTC.addV.noG.noW.2.lane2.NoIndex	ERX1723619
864.7.OTC.addV.addG.noW.lane2.NoIndex	ERX1723647
864.2.OTC.addV.addG.noW.lane2.NoIndex	ERX1723583
864.8.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723650
864.12.C.addH.addV.2010a.lane2.NoIndex	ERX1723512
864.13.OTC.addH.noV.2010a.lane2.NoIndex	ERX1723539
864.2.OTC.addG.addV.2010a.lane2.NoIndex	ERX1723581
864.15.CON.addV.noW.lane2.NoIndex	ERX1723561
864.2.CON.addV.addG.noW.A.lane2.NoIndex	ERX1723577
864.RN01.OTC.lane2.NoIndex	ERX1723715
864.4.OTC.addV.addG.noW.1.lane2.NoIndex	ERX1723616
864.6.CON.addV.addG.noW.A.lane2.NoIndex	ERX1723633
864.1.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723496
864.13.CON.addV.noW.Pot.lane2.NoIndex	ERX1723536
864.12.OTC.addH.noV.2010a.lane2.NoIndex	ERX1723523
864.15.CON.addV.noG.addW.lane2.NoIndex	ERX1723556
864.4.CON.V.G.W.not.pooled.c.lane2.NoIndex	ERX1723607
864.14.CON.addV.noG.addW.lane2.NoIndex	ERX1723544
864.4.CON.V.G.W.pooled.lane2.NoIndex	ERX1723608
864.13.C.noH.addV.2010a.lane2.NoIndex	ERX1723530
864.OTC.noppt.12.2009b.lane2.NoIndex	ERX1723704
864.10.CON.addV.noW.Pot.lane2.NoIndex	ERX1723503
864.7.OTC.addV.noG.noW.lane2.NoIndex	ERX1723648
864.12.OTC.noH.addV.2010a.lane2.NoIndex	ERX1723526
864.NFS3.2010.OTC.ET.b.lane2.NoIndex	ERX1723688
864.11.OTC.addV.noG.addW.lane2.NoIndex	ERX1723510
864.LFSF3.OTC.lane2.NoIndex	ERX1723672
864.CON.addppt.15.2009b.lane2.NoIndex	ERX1723668
864.13.CON.addV.noW.Leg.lane2.NoIndex	ERX1723535
864.10.CON.addV.noW.Fes.lane2.NoIndex	ERX1723501
864.1.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723494
864.15.OTC.H.Vb.lane2.NoIndex	ERX1723564
864.OTC.R.4.2009a.lane2.NoIndex	ERX1723696
864.4.OTC.addV.noG.noW.1.lane2.NoIndex	ERX1723618
864.15.OTC.noH.noVa.lane2.NoIndex	ERX1723570
864.14.CON.addV.noW.Pot.lane2.NoIndex	ERX1723548
864.14.OTC.addV.noG.addW.lane2.NoIndex	ERX1723550
864.2.CON.addV.noG.noW.A.lane2.NoIndex	ERX1723580
864.CON.addppt.12.2009b.lane2.NoIndex	ERX1723666
864.15.OTC.addV.noG.addW.lane2.NoIndex.r	ERX1723567
864.15.C.addH.noVa.lane2.NoIndex	ERX1723553
864.9.CON.addV.noW.lane2.NoIndex	ERX1723657
864.7.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723644
864.3.C.addG.noV.2010a.lane2.NoIndex	ERX1723588
864.12.C.noH.addV.2010a.lane2.NoIndex	ERX1723514
864.6.CON.addV.addG.noW.B.lane2.NoIndex	ERX1723634
864.12.CON.addV.noG.addW.lane2.NoIndex	ERX1723516
864.6.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723636
864.8.CON.addV.noG.noW.A.lane2.NoIndex	ERX1723651
864.13.OTC.addV.noG.addW.lane2.NoIndex	ERX1723540
864.2.C.noG.noV.2010a.lane2.NoIndex	ERX1723574
864.10.OTC.addV.noG.noW.lane2.NoIndex	ERX1723506
864.NFS2.2010.OTC.ET.b.lane2.NoIndex	ERX1723687
864.OTC.V.4.2009a.lane2.NoIndex	ERX1723699
864.NFS002.lane2.NoIndex	ERX1723680
864.3.OTC.addV.noG.noW.lane2.NoIndex	ERX1723598
864.7.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723646
864.3.OTC.noG.addV.2010a.lane2.NoIndex	ERX1723599
864.4.OTC.noG.noV.2010a.lane2.NoIndex	ERX1723622
864.OTC.addppt.13.2009b.lane2.NoIndex	ERX1723702
864.2.CON.addV.noG.noW.1.lane2.NoIndex	ERX1723578
864.4.C.addG.noV.2010a.lane2.NoIndex	ERX1723602
864.12.C.noH.noV.2010b.lane2.NoIndex	ERX1723515
864.10.OTC.addV.noG.addW.lane2.NoIndex	ERX1723505
864.NFS4.2010.OTC.ET.b.lane2.NoIndex	ERX1723691
864.4.C.addG.addV.2010a.lane2.NoIndex	ERX1723601
864.NFS002control.lane2.NoIndex	ERX1723681
864.15.CON.addV.noW.Leg.lane2.NoIndex	ERX1723559
864.12.OTC.addH.addV.2010a.lane2.NoIndex	ERX1723522
864.13.OTC.addH.addV.2010a.lane2.NoIndex	ERX1723538
864.9.OTC.addV.noG.addW.lane2.NoIndex	ERX1723658
864.3.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723594
864.CON.R.4.2009a.lane2.NoIndex	ERX1723661
864.15.CON.addV.noW.Pot.lane2.NoIndex	ERX1723560
864.LSFS2control.lane2.NoIndex	ERX1723677
864.8.CON.addV.addG.noW.A.lane2.NoIndex	ERX1723649
864.14.CON.addV.noW.Leg.lane2.NoIndex	ERX1723547
864.5.CON.addV.noG.noW.B.lane2.NoIndex	ERX1723626
864.1.OTC.addV.addG.noW.lane2.NoIndex	ERX1723497
864.3.OTC.addV.addG.noW.lane2.NoIndex	ERX1723597
864.6.OTC.noG.noV.2010a.lane2.NoIndex	ERX1723642
864.RIP3.2010.OTC.ET.b.lane2.NoIndex	ERX1723713
864.15.CON.addV.noG.noW.lane2.NoIndex	ERX1723557
864.SFS2.2010.OTC.ET.b.lane2.NoIndex	ERX1723720
864.3.C.addG.addV.2010a.lane2.NoIndex	ERX1723587
864.11.CON.addV.noG.addW.lane2.NoIndex	ERX1723507
864.12.CON.addV.noW.Pot.lane2.NoIndex	ERX1723520
864.13.C.noH.noV.2010a.lane2.NoIndex	ERX1723531
864.13.C.addH.noV.2010a.lane2.NoIndex	ERX1723529
864.14.OTC.addV.noG.noW.lane2.NoIndex	ERX1723551
864.12.OTC.addV.noG.addW.lane2.NoIndex	ERX1723524
864.RP003control.lane2.NoIndex	ERX1723718
864.OTC.V.6.2009a.lane2.NoIndex	ERX1723700
864.3.C.noG.noV.2010a.lane2.NoIndex	ERX1723590
864.RN01control.lane2.NoIndex	ERX1723716
864.NFS3.lane2.NoIndex	ERX1723689
864.12.OTC.noH.noV.2010a.lane2.NoIndex	ERX1723527
864.CON.V.2.2009a.lane2.NoIndex	ERX1723663
864.OTC.addppt.15.2009b.lane2.NoIndex	ERX1723703
864.LSFS.OTC.lane2.NoIndex	ERX1723674
864.9.CON.addV.noG.noW.lane2.NoIndex	ERX1723656
864.3.OTC.noG.noV.2010a.lane2.NoIndex	ERX1723600
864.6.OTC.addG.noV.2010a.lane2.NoIndex	ERX1723638
864.R001.OTC.lane2.NoIndex	ERX1723707
864.14.CON.addV.noG.noW.lane2.NoIndex	ERX1723545
864.RIP1.2010.OTC.ET.b.lane2.NoIndex	ERX1723711
864.OTC.R.2.2009a.lane2.NoIndex	ERX1723695
864.12.CON.addV.noW.Fes.lane2.NoIndex	ERX1723518
864.CON.V.4.2009a.lane2.NoIndex	ERX1723664
864.NFS1.2010.OTC.ET.b.lane2.NoIndex	ERX1723684
864.CON.noppt.13.2009b.lane2.NoIndex	ERX1723670
864.SFS3.2010.OTC.ET.b.lane2.NoIndex	ERX1723721
864.4.OTC.addV.noG.noW.3.lane2.NoIndex	ERX1723620
864.12.CON.addV.noW.lane2.NoIndex	ERX1723521
