sample_name	experiment_accession
721.F11Tong.7	None
721.F11Tong.6	ERX1844963
721.F11Tong.5	None
721.F11Tong.4	None
721.F11Tong.3	None
721.F11Tong.2	None
721.F11Tong.1	None
721.AQC4cm.6	ERX1844933
721.TS29.6	None
721.TS29.7	ERX1845024
721.TS29.4	None
721.TS29.5	None
721.TS29.2	None
721.TS29.3	None
721.Even2.7	ERX1844951
721.TS29.1	None
721.LMEpi24M.1	ERX1844964
721.LMEpi24M.2	ERX1844965
721.LMEpi24M.3	ERX1844966
721.LMEpi24M.4	ERX1844967
721.LMEpi24M.5	ERX1844968
721.LMEpi24M.6	ERX1844969
721.LMEpi24M.7	ERX1844970
721.M11Plmr.3	None
721.M11Tong.5	None
721.M11Plmr.1	None
721.M31Fcsw.7	ERX1844983
721.TRRsed2.4	None
721.M31Fcsw.6	None
721.CL3.5	None
721.CL3.4	None
721.M31Fcsw.4	None
721.M11Plmr.5	ERX1844977
721.AQC4cm.7	ERX1844934
721.M31Fcsw.3	None
721.AQC4cm.5	ERX1844932
721.M11Tong.3	None
721.AQC4cm.3	ERX1844930
721.AQC4cm.2	ERX1844929
721.AQC4cm.1	ERX1844928
721.M31Tong.7	ERX1844987
721.M31Tong.2	None
721.M31Tong.3	None
721.M31Fcsw.5	None
721.M31Tong.1	None
721.M31Tong.6	None
721.M31Fcsw.2	None
721.M31Tong.4	None
721.M31Tong.5	None
721.TRRsed1.1	ERX1845011
721.M31Fcsw.1	ERX1844982
721.NP3.4	None
721.NP3.5	None
721.NP3.6	None
721.NP3.7	ERX1844995
721.TS28.7	None
721.NP3.1	None
721.NP3.2	None
721.NP3.3	None
721.Even3.4	ERX1844955
721.Even3.5	ERX1844956
721.Even3.6	ERX1844957
721.Even3.7	ERX1844958
721.Even3.1	ERX1844952
721.Even3.2	ERX1844953
721.Even3.3	ERX1844954
721.NP5.2	ERX1844997
721.NP5.3	ERX1844998
721.AQC4cm.4	ERX1844931
721.NP5.1	ERX1844996
721.NP5.6	ERX1845001
721.NP5.7	ERX1845002
721.NP5.4	ERX1844999
721.NP5.5	ERX1845000
721.Even1.6	None
721.Even1.7	None
721.Even1.4	None
721.Even1.5	None
721.Even1.2	None
721.Even1.3	ERX1844944
721.Even1.1	None
721.Even2.1	ERX1844945
721.M11Tong.6	ERX1844980
721.Even2.3	ERX1844947
721.Even2.2	ERX1844946
721.SLEpi20M.4	None
721.Even2.5	ERX1844949
721.SLEpi20M.6	None
721.SLEpi20M.7	None
721.SLEpi20M.1	None
721.SLEpi20M.2	None
721.SLEpi20M.3	None
721.M11Fcsw.5	ERX1844974
721.M11Fcsw.4	None
721.M11Plmr.6	None
721.M11Fcsw.6	ERX1844975
721.M11Fcsw.1	ERX1844971
721.M11Fcsw.3	ERX1844973
721.M11Fcsw.2	ERX1844972
721.Even2.6	ERX1844950
721.M11Tong.4	ERX1844979
721.CL3.6	ERX1844943
721.M31Plmr.3	ERX1844985
721.M31Plmr.2	None
721.M31Plmr.5	ERX1844986
