sample_name	experiment_accession
1030.TVF.2004.Loc2.D10.Rep3	ERX1615063
1030.TVF.2004.Loc2.D10.Rep2	ERX1615062
1030.TVF.2004.Loc2.D10.Rep1	ERX1615061
1030.TVF.2004.Loc2.D10.Rep5	ERX1615065
1030.TVF.2004.Loc2.D10.Rep4	ERX1615064
1030.TVF.2004.Loc1.D10.Rep2	ERX1615052
1030.TVF.2004.Loc1.D10.Rep3	ERX1615053
1030.TVF.2004.Loc4.D0.Rep3	ERX1615078
1030.TVF.2004.Loc1.D10.Rep1	ERX1615051
1030.TVF.2004.Loc4.D0.Rep5	ERX1615080
1030.TVF.2004.Loc4.D0.Rep4	ERX1615079
1030.TVF.2004.Loc1.D10.Rep4	ERX1615054
1030.TVF.2004.Loc1.D10.Rep5	ERX1615055
1030.TVF.2010.Loc4.D0.Rep4	ERX1615129
1030.TVF.2010.Loc4.D0.Rep5	ERX1615130
1030.TVF.2010.Loc4.D0.Rep1	ERX1615126
1030.TVF.2010.Loc4.D0.Rep2	ERX1615127
1030.TVF.2010.Loc4.D0.Rep3	ERX1615128
1030.TVF.2004.Loc5.D10.Rep4	ERX1615094
1030.TVF.2004.Loc5.D10.Rep5	ERX1615095
1030.TVF.2004.Loc5.D10.Rep2	ERX1615092
1030.TVF.2004.Loc5.D10.Rep3	ERX1615093
1030.TVF.2004.Loc5.D10.Rep1	ERX1615091
1030.TVF.2004.Loc4.D0.Rep1	ERX1615076
1030.TVF.2010.Loc5.D0.Rep1	ERX1615136
1030.TVF.2004.Loc4.D0.Rep2	ERX1615077
1030.TVF.2010.Loc5.D0.Rep2	ERX1615137
1030.TVF.2010.Loc2.D10.Rep4	ERX1615114
1030.TVF.2010.Loc5.D10.Rep5	ERX1615145
1030.TVF.2010.Loc5.D10.Rep4	ERX1615144
1030.TVF.2010.Loc5.D10.Rep1	ERX1615141
1030.TVF.2010.Loc5.D10.Rep3	ERX1615143
1030.TVF.2010.Loc5.D10.Rep2	ERX1615142
1030.TVF.2004.Loc3.D0.Rep4	ERX1615069
1030.TVF.2004.Loc2.D0.Rep4	ERX1615059
1030.TVF.2004.Loc3.D0.Rep2	ERX1615067
1030.TVF.2004.Loc3.D0.Rep3	ERX1615068
1030.TVF.2004.Loc2.D0.Rep1	ERX1615056
1030.TVF.2004.Loc3.D0.Rep1	ERX1615066
1030.TVF.Control.Loc3.D10.Rep4	ERX1615174
1030.TVF.Control.Loc3.D10.Rep5	ERX1615175
1030.TVF.Control.Loc3.D10.Rep1	ERX1615171
1030.TVF.Control.Loc3.D10.Rep2	ERX1615172
1030.TVF.Control.Loc3.D10.Rep3	ERX1615173
1030.TVF.2004.Loc1.D0.Rep4	ERX1615049
1030.TVF.2004.Loc1.D0.Rep5	ERX1615050
1030.TVF.2004.Loc1.D0.Rep1	ERX1615046
1030.TVF.2004.Loc1.D0.Rep2	ERX1615047
1030.TVF.2004.Loc1.D0.Rep3	ERX1615048
1030.TVF.2010.Loc5.D0.Rep5	ERX1615140
1030.TVF.2010.Loc5.D0.Rep4	ERX1615139
1030.TVF.Control.Loc5.D10.Rep4	ERX1615194
1030.TVF.Control.Loc5.D10.Rep5	ERX1615195
1030.TVF.Control.Loc5.D10.Rep2	ERX1615192
1030.TVF.Control.Loc5.D10.Rep3	ERX1615193
1030.TVF.2010.Loc5.D0.Rep3	ERX1615138
1030.TVF.Control.Loc5.D10.Rep1	ERX1615191
1030.TVF.2004.Loc4.D10.Rep2	ERX1615082
1030.TVF.Control.Loc4.D10.Rep1	ERX1615181
1030.TVF.Control.Loc2.D0.Rep4	ERX1615159
1030.TVF.2010.Loc3.D10.Rep1	ERX1615121
1030.TVF.Control.Loc2.D10.Rep3	ERX1615163
1030.TVF.Control.Loc2.D10.Rep2	ERX1615162
1030.TVF.Control.Loc2.D10.Rep1	ERX1615161
1030.TVF.Control.Loc2.D10.Rep5	ERX1615165
1030.TVF.Control.Loc2.D10.Rep4	ERX1615164
1030.TVF.Control.Loc3.D0.Rep4	ERX1615169
1030.TVF.Control.Loc3.D0.Rep5	ERX1615170
1030.TVF.Control.Loc3.D0.Rep2	ERX1615167
1030.TVF.Control.Loc3.D0.Rep3	ERX1615168
1030.TVF.Control.Loc3.D0.Rep1	ERX1615166
1030.TVF.2010.Loc2.D0.Rep2	ERX1615107
1030.TVF.2010.Loc2.D0.Rep3	ERX1615108
1030.TVF.2010.Loc2.D0.Rep1	ERX1615106
1030.TVF.2004.Loc2.D0.Rep5	ERX1615060
1030.TVF.2010.Loc2.D0.Rep4	ERX1615109
1030.TVF.2010.Loc2.D0.Rep5	ERX1615110
1030.TVF.Control.Loc2.D0.Rep5	ERX1615160
1030.TVF.2004.Loc3.D0.Rep5	ERX1615070
1030.TVF.Control.Loc2.D0.Rep3	ERX1615158
1030.TVF.Control.Loc2.D0.Rep2	ERX1615157
1030.TVF.Control.Loc2.D0.Rep1	ERX1615156
1030.TVF.2004.Loc2.D0.Rep3	ERX1615058
1030.TVF.2004.Loc4.D10.Rep3	ERX1615083
1030.TVF.2004.Loc2.D0.Rep2	ERX1615057
