sample_name	experiment_accession
1721.BMC.8.5T.2.1	ERX1664708
1721.B2M	ERX1664655
1721.BMC.8.5T.2.3	ERX1664710
1721.BMC.8.5T.2.2	ERX1664709
1721.B29T	ERX1664653
1721.B11T	ERX1664611
1721.R30T	ERX1664780
1721.R22B	ERX1664752
1721.BMC.8.5T.17.1	ERX1664705
1721.BMC.8.5T.17.2	ERX1664706
1721.BMC.8.5T.17.3	ERX1664707
1721.BMC.7.1T.3.1	ERX1664687
1721.S6M	ERX1664878
1721.BMC.7.1T.3.3	ERX1664689
1721.BMC.7.1T.3.2	ERX1664688
1721.R17T	ERX1664737
1721.B2T	ERX1664656
1721.R10B	ERX1664714
1721.S6B	ERX1664877
1721.Soil.NIL.100.N.14.1	ERX1664898
1721.R17B	ERX1664735
1721.B19M	ERX1664628
1721.BMC.7.5T.21.1	ERX1664693
1721.BMC.7.5T.21.2	ERX1664694
1721.BMC.7.5T.21.3	ERX1664695
1721.S6T	ERX1664879
1721.R17M	ERX1664736
1721.S16M	ERX1664819
1721.R7T	ERX1664794
1721.S25M	ERX1664848
1721.BMC.7.5T.18.1	ERX1664690
1721.BMC.7.5T.18.2	ERX1664691
1721.BMC.7.5T.18.3	ERX1664692
1721.R21T	ERX1664751
1721.SBB1	ERX1664889
1721.R27M	ERX1664768
1721.S25B	ERX1664847
1721.B15T	ERX1664617
1721.S16B	ERX1664818
1721.R27T	ERX1664769
1721.R7B	ERX1664792
1721.B30B	ERX1664657
1721.S16T	ERX1664820
1721.S25T	ERX1664849
1721.R7M	ERX1664793
1721.R21M	ERX1664750
1721.B20M	ERX1664631
1721.S1M	ERX1664831
1721.BMC.7.1T.20.3	ERX1664683
1721.BMC.7.1T.20.2	ERX1664682
1721.B18B	ERX1664624
1721.S1B	ERX1664830
1721.Soil.NIL.100.N.22.2	ERX1664902
1721.Soil.NIL.100.N.22.3	ERX1664903
1721.Soil.NIL.100.N.22.1	ERX1664901
1721.R16M	ERX1664733
1721.B24T	ERX1664641
1721.BMC.7.5T.5.3	ERX1664698
1721.BMC.7.5T.5.2	ERX1664697
1721.BMC.7.5T.5.1	ERX1664696
1721.S1T	ERX1664832
1721.S30M	ERX1664866
1721.S24M	ERX1664845
1721.R9T	ERX1664799
1721.S17M	ERX1664822
1721.R4T	ERX1664786
1721.S17B	ERX1664821
1721.B8T	ERX1664677
1721.S24B	ERX1664844
1721.R4B	ERX1664784
1721.R29B	ERX1664773
1721.B8B	ERX1664675
1721.R24T	ERX1664760
1721.S24T	ERX1664846
1721.B8M	ERX1664676
1721.R4M	ERX1664785
1721.S17T	ERX1664823
1721.S4B	ERX1664871
1721.R29T	ERX1664775
1721.R11T	ERX1664719
1721.B11M	ERX1664610
1721.R6M	ERX1664790
1721.R1M	ERX1664745
1721.R26T	ERX1664766
1721.R6B	ERX1664789
1721.B5B	ERX1664666
1721.S10T	ERX1664802
1721.S4M	ERX1664872
1721.B17T	ERX1664623
1721.R29M	ERX1664774
1721.B6M	ERX1664670
1721.R11B	ERX1664717
1721.S8B	ERX1664883
1721.S4T	ERX1664873
1721.S10M	ERX1664801
1721.S10B	ERX1664800
1721.BMC.7.1T.20.1	ERX1664681
1721.R11M	ERX1664718
1721.Soil.NIL.100.N.10.1	ERX1664895
1721.R6T	ERX1664791
1721.Soil.NIL.100.N.10.3	ERX1664897
1721.Soil.NIL.100.N.10.2	ERX1664896
1721.S18B	ERX1664824
1721.B16M	ERX1664619
1721.B6B	ERX1664669
1721.SBB2	ERX1664890
1721.S27B	ERX1664853
1721.S27M	ERX1664854
1721.R19T	ERX1664743
1721.S3M	ERX1664869
1721.B16B	ERX1664618
1721.S18M	ERX1664825
1721.S27T	ERX1664855
1721.BMC.7.1T.26.2	ERX1664685
1721.BMC.7.1T.26.1	ERX1664684
1721.R19M	ERX1664742
1721.S18T	ERX1664826
1721.B16T	ERX1664620
1721.R19B	ERX1664741
1721.R26M	ERX1664765
1721.R10T	ERX1664716
1721.S7M	ERX1664881
1721.S13T	ERX1664811
1721.B3T	ERX1664662
1721.B20B	ERX1664630
1721.BMC.8.1T.30.1	ERX1664702
1721.S11T	ERX1664805
1721.BMC.8.1T.30.3	ERX1664704
1721.BMC.8.1T.30.2	ERX1664703
1721.B3B	ERX1664660
1721.S9B	ERX1664886
1721.S11M	ERX1664804
1721.R1B	ERX1664744
1721.R22M	ERX1664753
1721.R10M	ERX1664715
1721.Soil.NIL.100.N.14.3	ERX1664900
1721.S11B	ERX1664803
1721.S8T	ERX1664885
1721.S28T	ERX1664858
1721.B3M	ERX1664661
1721.S26B	ERX1664850
1721.S19B	ERX1664827
1721.R9B	ERX1664797
1721.B15M	ERX1664616
1721.B15B	ERX1664615
1721.R18T	ERX1664740
1721.S30B	ERX1664865
1721.S19M	ERX1664828
1721.S26M	ERX1664851
1721.R18M	ERX1664739
1721.B25B	ERX1664642
1721.S19T	ERX1664829
1721.S26T	ERX1664852
1721.B5T	ERX1664668
1721.R26B	ERX1664764
1721.S30T	ERX1664867
1721.Soil.NIL.100.N.14.2	ERX1664899
1721.R18B	ERX1664738
